Gene	Labels	Color
A1BG	11	greenyellow
A2M	6	red
A2ML1	17	grey60
A4GALT	18	lightgreen
A4GNT	16	lightcyan
AAAS	18	lightgreen
AACS	5	green
AADAC	10	purple
AADACL2	2	blue
AADACL3	2	blue
AADACL4	2	blue
AADAT	21	darkred
AAK1	11	greenyellow
AANAT	4	yellow
AARS2	7	black
AARSD1	13	salmon
AASDH	1	turquoise
AASS	2	blue
AATK	8	pink
ABAT	11	greenyellow
ABCA1	2	blue
ABCA10	6	red
ABCA12	25	orange
ABCA13	3	brown
ABCA2	1	turquoise
ABCA3	40	mediumpurple3
ABCA4	3	brown
ABCA5	1	turquoise
ABCA6	11	greenyellow
ABCA7	28	skyblue
ABCA8	1	turquoise
ABCA9	1	turquoise
ABCB1	3	brown
ABCB10	1	turquoise
ABCB4	6	red
ABCB6	15	midnightblue
ABCB7	7	black
ABCB8	2	blue
ABCB9	2	blue
ABCC1	5	green
ABCC10	3	brown
ABCC3	27	white
ABCC4	3	brown
ABCC6	9	magenta
ABCC8	3	brown
ABCC9	6	red
ABCD1	45	darkorange2
ABCD3	1	turquoise
ABCD4	1	turquoise
ABCF1	8	pink
ABCF2	1	turquoise
ABCG1	11	greenyellow
ABCG5	4	yellow
ABHD1	8	pink
ABHD10	2	blue
ABHD11	1	turquoise
ABHD12	46	brown4
ABHD12B	3	brown
ABHD14A	13	salmon
ABHD14A-ACY1	6	red
ABHD14B	2	blue
ABHD16A	8	pink
ABHD2	6	red
ABHD3	1	turquoise
ABHD4	6	red
ABHD5	5	green
ABHD6	1	turquoise
ABHD8	3	brown
ABI1	5	green
ABI3	2	blue
ABI3BP	5	green
ABL1	6	red
ABL2	5	green
ABLIM1	19	lightyellow
ABLIM2	9	magenta
ABLIM3	16	lightcyan
ABO	3	brown
ABRA	24	darkgrey
ABT1	21	darkred
ABTB1	1	turquoise
ABTB2	6	red
ACAA1	1	turquoise
ACACA	4	yellow
ACACB	9	magenta
ACAD10	1	turquoise
ACAD11	2	blue
ACAD8	1	turquoise
ACADL	3	brown
ACADM	1	turquoise
ACADSB	6	red
ACADVL	2	blue
ACAN	2	blue
ACAP1	4	yellow
ACAP2	1	turquoise
ACAT1	6	red
ACAT2	8	pink
ACBD5	1	turquoise
ACCS	11	greenyellow
ACD	1	turquoise
ACE	37	skyblue3
ACE2	34	darkmagenta
ACER1	40	mediumpurple3
ACER2	2	blue
ACHE	37	skyblue3
ACLY	7	black
ACMSD	3	brown
ACO1	1	turquoise
ACO2	6	red
ACOT1	6	red
ACOT11	1	turquoise
ACOT13	1	turquoise
ACOT2	1	turquoise
ACOT4	29	saddlebrown
ACOT6	9	magenta
ACOT7	6	red
ACOX1	2	blue
ACOX2	39	orangered4
ACOX3	30	steelblue
ACOXL	4	yellow
ACP2	1	turquoise
ACP5	29	saddlebrown
ACR	11	greenyellow
ACRBP	13	salmon
ACRV1	4	yellow
ACSBG1	1	turquoise
ACSBG2	4	yellow
ACSF2	6	red
ACSF3	45	darkorange2
ACSL1	1	turquoise
ACSL3	1	turquoise
ACSL4	6	red
ACSL5	6	red
ACSM1	3	brown
ACSM2A	42	lightcyan1
ACSM3	3	brown
ACSM4	8	pink
ACSM5	2	blue
ACSS1	1	turquoise
ACSS3	6	red
ACTA2	4	yellow
ACTB	2	blue
ACTC1	47	bisque4
ACTG2	2	blue
ACTL10	5	green
ACTL6A	1	turquoise
ACTL7B	4	yellow
ACTL9	3	brown
ACTN1	2	blue
ACTN4	1	turquoise
ACTR10	1	turquoise
ACTR1B	7	black
ACTR2	1	turquoise
ACTR3	1	turquoise
ACTR3B	10	purple
ACTR3C	3	brown
ACTR5	10	purple
ACTR6	1	turquoise
ACVR1	1	turquoise
ACVR1B	1	turquoise
ACVR1C	33	darkolivegreen
ACVR2A	1	turquoise
ACVR2B	2	blue
ACVRL1	16	lightcyan
ACY3	2	blue
ACYP1	16	lightcyan
ADA	23	darkturquoise
ADAD2	3	brown
ADAL	1	turquoise
ADAM10	1	turquoise
ADAM11	33	darkolivegreen
ADAM12	2	blue
ADAM15	1	turquoise
ADAM17	1	turquoise
ADAM19	2	blue
ADAM20	12	tan
ADAM22	4	yellow
ADAM23	4	yellow
ADAM28	2	blue
ADAM32	16	lightcyan
ADAM33	23	darkturquoise
ADAM8	2	blue
ADAM9	10	purple
ADAMDEC1	2	blue
ADAMTS1	21	darkred
ADAMTS10	4	yellow
ADAMTS12	2	blue
ADAMTS13	1	turquoise
ADAMTS14	2	blue
ADAMTS15	47	bisque4
ADAMTS16	4	yellow
ADAMTS17	44	floralwhite
ADAMTS18	4	yellow
ADAMTS19	5	green
ADAMTS2	11	greenyellow
ADAMTS20	2	blue
ADAMTS3	26	darkorange
ADAMTS4	15	midnightblue
ADAMTS5	5	green
ADAMTS6	6	red
ADAMTS7	6	red
ADAMTS8	47	bisque4
ADAMTS9	35	sienna3
ADAMTSL1	3	brown
ADAMTSL2	2	blue
ADAMTSL3	3	brown
ADAMTSL4	9	magenta
ADAMTSL5	43	ivory
ADAP1	2	blue
ADAP2	7	black
ADAR	1	turquoise
ADARB1	5	green
ADAT1	12	tan
ADAT2	1	turquoise
ADAT3	2	blue
ADCK1	11	greenyellow
ADCK2	2	blue
ADCK5	10	purple
ADCY1	2	blue
ADCY10	2	blue
ADCY2	36	yellowgreen
ADCY3	19	lightyellow
ADCY4	2	blue
ADCY5	6	red
ADCY6	13	salmon
ADCY9	5	green
ADCYAP1	26	darkorange
ADD1	29	saddlebrown
ADD3	6	red
ADH1B	47	bisque4
ADH1C	6	red
ADH5	2	blue
ADHFE1	1	turquoise
ADI1	13	salmon
ADIPOR1	1	turquoise
ADIPOR2	1	turquoise
ADK	10	purple
ADM	4	yellow
ADM2	26	darkorange
ADNP	1	turquoise
ADORA1	5	green
ADORA2A	9	magenta
ADORA2B	36	yellowgreen
ADORA3	16	lightcyan
ADPRHL1	12	tan
ADRA1B	14	cyan
ADRA1D	14	cyan
ADRA2A	3	brown
ADRA2B	14	cyan
ADRA2C	12	tan
ADRB1	32	violet
ADRB2	49	plum2
ADRB3	37	skyblue3
ADTRP	2	blue
AEBP1	5	green
AEBP2	1	turquoise
AFAP1	2	blue
AFAP1L1	2	blue
AFAP1L2	4	yellow
AFF1	1	turquoise
AFF3	6	red
AFF4	5	green
AFMID	1	turquoise
AFP	3	brown
AFTPH	1	turquoise
AGA	5	green
AGAP1	1	turquoise
AGAP2	16	lightcyan
AGAP4	7	black
AGAP5	2	blue
AGAP6	7	black
AGBL2	32	violet
AGBL3	2	blue
AGBL5	16	lightcyan
AGER	8	pink
AGFG2	6	red
AGL	1	turquoise
AGMAT	8	pink
AGMO	2	blue
AGPAT1	8	pink
AGPAT2	6	red
AGPAT4	2	blue
AGPAT5	1	turquoise
AGPS	1	turquoise
AGR2	3	brown
AGR3	14	cyan
AGRN	1	turquoise
AGRP	32	violet
AGT	31	paleturquoise
AGTPBP1	2	blue
AGTR1	4	yellow
AGTRAP	1	turquoise
AGXT	2	blue
AGXT2	5	green
AHCTF1	1	turquoise
AHCY	13	salmon
AHCYL1	2	blue
AHCYL2	1	turquoise
AHDC1	6	red
AHI1	4	yellow
AHNAK	1	turquoise
AHNAK2	4	yellow
AHR	6	red
AHRR	32	violet
AHSA1	11	greenyellow
AHSG	36	yellowgreen
AHSP	25	orange
AIDA	1	turquoise
AIF1	8	pink
AIF1L	2	blue
AIFM2	28	skyblue
AIFM3	11	greenyellow
AIM2	4	yellow
AIMP1	12	tan
AIMP2	7	black
AIP	22	darkgreen
AIRE	40	mediumpurple3
AJAP1	2	blue
AJUBA	19	lightyellow
AK1	35	sienna3
AK2	35	sienna3
AK3	1	turquoise
AK4	2	blue
AK5	3	brown
AK7	3	brown
AK8	5	green
AKAP1	4	yellow
AKAP12	2	blue
AKAP13	6	red
AKAP14	11	greenyellow
AKAP17A	7	black
AKAP3	32	violet
AKAP6	9	magenta
AKAP7	1	turquoise
AKAP8	21	darkred
AKAP9	4	yellow
AKIRIN1	1	turquoise
AKNA	4	yellow
AKNAD1	49	plum2
AKR1A1	22	darkgreen
AKR1B1	4	yellow
AKR1B10	43	ivory
AKR1C1	30	steelblue
AKR1C2	2	blue
AKR1C3	4	yellow
AKR1C4	20	royalblue
AKR1D1	4	yellow
AKR1E2	12	tan
AKR7A2	45	darkorange2
AKR7A3	1	turquoise
AKT1S1	15	midnightblue
AKT2	1	turquoise
AKT3	1	turquoise
AKTIP	1	turquoise
ALAD	1	turquoise
ALAS1	7	black
ALAS2	39	orangered4
ALCAM	1	turquoise
ALDH16A1	1	turquoise
ALDH18A1	1	turquoise
ALDH1A1	5	green
ALDH1A2	1	turquoise
ALDH1A3	47	bisque4
ALDH1B1	1	turquoise
ALDH1L1	24	darkgrey
ALDH1L2	21	darkred
ALDH2	9	magenta
ALDH3A1	4	yellow
ALDH3A2	29	saddlebrown
ALDH3B1	35	sienna3
ALDH3B2	2	blue
ALDH5A1	5	green
ALDH6A1	6	red
ALDH8A1	6	red
ALDH9A1	1	turquoise
ALDOA	2	blue
ALDOC	19	lightyellow
ALG1	27	white
ALG11	1	turquoise
ALG14	13	salmon
ALG1L	18	lightgreen
ALG1L2	8	pink
ALG2	1	turquoise
ALG3	6	red
ALG8	38	plum1
ALG9	7	black
ALKBH1	1	turquoise
ALKBH2	10	purple
ALKBH3	13	salmon
ALKBH4	15	midnightblue
ALKBH5	2	blue
ALKBH7	5	green
ALKBH8	1	turquoise
ALLC	2	blue
ALMS1	1	turquoise
ALOX12	1	turquoise
ALOX12B	48	darkslateblue
ALOX15	25	orange
ALOX15B	2	blue
ALOX5	6	red
ALOX5AP	40	mediumpurple3
ALPK2	13	salmon
ALPK3	10	purple
ALPL	2	blue
ALPP	48	darkslateblue
ALS2	15	midnightblue
ALS2CL	2	blue
ALX1	49	plum2
ALYREF	22	darkgreen
AMACR	1	turquoise
AMBP	3	brown
AMBRA1	1	turquoise
AMDHD2	12	tan
AMFR	5	green
AMH	20	royalblue
AMHR2	49	plum2
AMIGO1	24	darkgrey
AMIGO2	1	turquoise
AMMECR1L	1	turquoise
AMN	23	darkturquoise
AMN1	40	mediumpurple3
AMOT	2	blue
AMOTL1	13	salmon
AMOTL2	10	purple
AMPD3	1	turquoise
AMPH	3	brown
AMT	12	tan
AMY1B	14	cyan
AMY2B	1	turquoise
AMZ1	2	blue
ANAPC1	20	royalblue
ANAPC10	20	royalblue
ANAPC11	13	salmon
ANAPC13	2	blue
ANAPC2	7	black
ANAPC4	1	turquoise
ANAPC5	1	turquoise
ANGEL1	6	red
ANGPT1	3	brown
ANGPT2	10	purple
ANGPT4	43	ivory
ANGPTL1	47	bisque4
ANGPTL2	4	yellow
ANGPTL3	40	mediumpurple3
ANGPTL4	2	blue
ANGPTL5	6	red
ANGPTL6	7	black
ANK1	3	brown
ANK2	46	brown4
ANK3	3	brown
ANKAR	21	darkred
ANKDD1A	1	turquoise
ANKFN1	4	yellow
ANKFY1	1	turquoise
ANKH	1	turquoise
ANKHD1	4	yellow
ANKHD1-EIF4EBP3	1	turquoise
ANKIB1	1	turquoise
ANKMY2	1	turquoise
ANKRA2	1	turquoise
ANKRD1	2	blue
ANKRD10	2	blue
ANKRD11	1	turquoise
ANKRD12	12	tan
ANKRD13A	2	blue
ANKRD13B	4	yellow
ANKRD13C	1	turquoise
ANKRD16	4	yellow
ANKRD17	1	turquoise
ANKRD18A	2	blue
ANKRD20A1	14	cyan
ANKRD22	2	blue
ANKRD23	19	lightyellow
ANKRD24	2	blue
ANKRD27	1	turquoise
ANKRD28	1	turquoise
ANKRD29	9	magenta
ANKRD30B	4	yellow
ANKRD30BL	4	yellow
ANKRD33	25	orange
ANKRD33B	6	red
ANKRD34A	42	lightcyan1
ANKRD34B	3	brown
ANKRD34C	23	darkturquoise
ANKRD35	11	greenyellow
ANKRD36	14	cyan
ANKRD36B	39	orangered4
ANKRD37	38	plum1
ANKRD39	16	lightcyan
ANKRD42	12	tan
ANKRD44	4	yellow
ANKRD46	1	turquoise
ANKRD49	21	darkred
ANKRD50	2	blue
ANKRD53	5	green
ANKRD54	22	darkgreen
ANKRD55	3	brown
ANKRD6	12	tan
ANKRD65	9	magenta
ANKRD9	2	blue
ANKS1A	13	salmon
ANKS1B	3	brown
ANKS3	1	turquoise
ANKS4B	31	paleturquoise
ANKZF1	12	tan
ANLN	9	magenta
ANO1	3	brown
ANO10	1	turquoise
ANO2	11	greenyellow
ANO4	2	blue
ANO6	1	turquoise
ANO7	2	blue
ANO8	1	turquoise
ANO9	5	green
ANP32B	10	purple
ANPEP	18	lightgreen
ANTXR1	5	green
ANTXR2	1	turquoise
ANTXRL	9	magenta
ANXA1	2	blue
ANXA13	10	purple
ANXA2	6	red
ANXA3	2	blue
ANXA4	6	red
ANXA6	7	black
ANXA7	1	turquoise
ANXA8	2	blue
ANXA8L1	2	blue
ANXA9	11	greenyellow
AOAH	16	lightcyan
AOC2	11	greenyellow
AOC3	1	turquoise
AOX1	4	yellow
AP1G1	1	turquoise
AP1G2	5	green
AP1M2	3	brown
AP1S1	2	blue
AP1S3	3	brown
AP2A1	7	black
AP2S1	1	turquoise
AP3B1	1	turquoise
AP3B2	5	green
AP3S1	2	blue
AP3S2	42	lightcyan1
AP4E1	10	purple
AP4M1	27	white
AP4S1	4	yellow
AP5B1	14	cyan
APBA1	29	saddlebrown
APBA2	2	blue
APBA3	19	lightyellow
APBB1	4	yellow
APBB2	5	green
APC	1	turquoise
APC2	20	royalblue
APCDD1	2	blue
APCS	36	yellowgreen
APEH	22	darkgreen
APEX1	7	black
APEX2	7	black
APH1B	4	yellow
APIP	1	turquoise
APLN	4	yellow
APLNR	32	violet
APLP1	33	darkolivegreen
APLP2	6	red
APOA1	9	magenta
APOA2	7	black
APOA4	3	brown
APOB	4	yellow
APOBEC2	2	blue
APOBEC3A	2	blue
APOBEC3B	6	red
APOBEC3C	27	white
APOBEC3D	6	red
APOBEC3F	4	yellow
APOBEC3G	3	brown
APOBEC3H	4	yellow
APOBR	4	yellow
APOC1	5	green
APOC2	18	lightgreen
APOC3	9	magenta
APOC4-APOC2	18	lightgreen
APOD	2	blue
APOE	10	purple
APOF	24	darkgrey
APOL1	9	magenta
APOL3	4	yellow
APOL4	38	plum1
APOL6	5	green
APOLD1	6	red
APOM	8	pink
APOO	7	black
APP	1	turquoise
APPBP2	1	turquoise
APPL2	1	turquoise
APRT	13	salmon
AQP1	2	blue
AQP11	40	mediumpurple3
AQP2	25	orange
AQP3	3	brown
AQP4	42	lightcyan1
AQP5	3	brown
AQP6	12	tan
AQP7	31	paleturquoise
AQP8	2	blue
AQP9	17	grey60
AR	9	magenta
ARAF	18	lightgreen
ARAP1	6	red
ARAP2	20	royalblue
ARAP3	2	blue
ARC	18	lightgreen
ARCN1	1	turquoise
AREG	4	yellow
ARF1	1	turquoise
ARF3	21	darkred
ARF4	1	turquoise
ARF5	10	purple
ARF6	1	turquoise
ARFGAP1	22	darkgreen
ARFGAP3	1	turquoise
ARFGEF1	20	royalblue
ARFGEF2	1	turquoise
ARFIP1	1	turquoise
ARFIP2	20	royalblue
ARFRP1	10	purple
ARG1	37	skyblue3
ARG2	3	brown
ARHGAP10	2	blue
ARHGAP11A	9	magenta
ARHGAP11B	4	yellow
ARHGAP12	1	turquoise
ARHGAP15	4	yellow
ARHGAP18	7	black
ARHGAP19	38	plum1
ARHGAP19-SLIT1	38	plum1
ARHGAP20	1	turquoise
ARHGAP21	1	turquoise
ARHGAP22	6	red
ARHGAP24	1	turquoise
ARHGAP25	1	turquoise
ARHGAP27	8	pink
ARHGAP28	13	salmon
ARHGAP29	13	salmon
ARHGAP30	14	cyan
ARHGAP31	2	blue
ARHGAP32	6	red
ARHGAP33	4	yellow
ARHGAP35	6	red
ARHGAP39	3	brown
ARHGAP4	38	plum1
ARHGAP42	10	purple
ARHGAP5	21	darkred
ARHGAP6	16	lightcyan
ARHGAP8	3	brown
ARHGAP9	1	turquoise
ARHGDIB	2	blue
ARHGDIG	14	cyan
ARHGEF1	4	yellow
ARHGEF10	1	turquoise
ARHGEF12	6	red
ARHGEF15	2	blue
ARHGEF16	2	blue
ARHGEF17	19	lightyellow
ARHGEF18	7	black
ARHGEF25	4	yellow
ARHGEF26	4	yellow
ARHGEF3	1	turquoise
ARHGEF35	1	turquoise
ARHGEF37	11	greenyellow
ARHGEF38	3	brown
ARHGEF4	2	blue
ARHGEF5	7	black
ARHGEF6	4	yellow
ARHGEF7	2	blue
ARHGEF9	6	red
ARID1B	11	greenyellow
ARID3A	2	blue
ARID3B	2	blue
ARID4A	18	lightgreen
ARID4B	1	turquoise
ARID5A	3	brown
ARID5B	6	red
ARL10	18	lightgreen
ARL11	2	blue
ARL13B	1	turquoise
ARL14	42	lightcyan1
ARL15	1	turquoise
ARL17A	8	pink
ARL17B	8	pink
ARL2	13	salmon
ARL2-SNX15	6	red
ARL2BP	6	red
ARL3	5	green
ARL4A	19	lightyellow
ARL4C	2	blue
ARL4D	6	red
ARL5B	1	turquoise
ARL5C	2	blue
ARL6IP1	19	lightyellow
ARL6IP4	1	turquoise
ARL6IP5	1	turquoise
ARL6IP6	18	lightgreen
ARL8B	5	green
ARL9	2	blue
ARMC1	1	turquoise
ARMC10	1	turquoise
ARMC12	5	green
ARMC2	7	black
ARMC3	14	cyan
ARMC4	14	cyan
ARMC5	2	blue
ARMC6	7	black
ARMC7	28	skyblue
ARMC9	5	green
ARMCX1	1	turquoise
ARMCX2	4	yellow
ARMCX3	1	turquoise
ARMCX4	20	royalblue
ARMCX5	6	red
ARMS2	33	darkolivegreen
ARNT	19	lightyellow
ARNT2	2	blue
ARNTL2	9	magenta
ARPC1A	1	turquoise
ARPC1B	7	black
ARPC2	2	blue
ARPC4-TTLL3	2	blue
ARRB1	6	red
ARRB2	1	turquoise
ARRDC3	1	turquoise
ARRDC5	14	cyan
ARSA	21	darkred
ARSB	1	turquoise
ARSD	3	brown
ARSF	44	floralwhite
ARSG	15	midnightblue
ARSI	17	grey60
ARSJ	1	turquoise
ARSK	2	blue
ART3	4	yellow
ART4	2	blue
ART5	44	floralwhite
ARTN	40	mediumpurple3
ARV1	38	plum1
AS3MT	2	blue
ASAH1	1	turquoise
ASAH2B	16	lightcyan
ASAP1	1	turquoise
ASAP2	6	red
ASAP3	2	blue
ASB11	14	cyan
ASB12	4	yellow
ASB13	5	green
ASB14	8	pink
ASB15	32	violet
ASB16	3	brown
ASB2	2	blue
ASB5	37	skyblue3
ASB7	1	turquoise
ASB8	6	red
ASB9	6	red
ASCC1	19	lightyellow
ASCC2	13	salmon
ASCC3	4	yellow
ASCL1	17	grey60
ASCL2	2	blue
ASCL4	3	brown
ASF1A	1	turquoise
ASF1B	4	yellow
ASGR1	2	blue
ASGR2	6	red
ASH1L	1	turquoise
ASIP	10	purple
ASMT	1	turquoise
ASMTL	19	lightyellow
ASNS	9	magenta
ASPA	4	yellow
ASPDH	15	midnightblue
ASPG	4	yellow
ASPH	1	turquoise
ASPHD1	11	greenyellow
ASPHD2	2	blue
ASPM	5	green
ASPN	4	yellow
ASPSCR1	11	greenyellow
ASRGL1	3	brown
ASS1	11	greenyellow
ASTL	3	brown
ASTN1	2	blue
ASTN2	2	blue
ATAD1	1	turquoise
ATAD2	19	lightyellow
ATAD2B	1	turquoise
ATAD3B	10	purple
ATAD5	7	black
ATAT1	8	pink
ATCAY	9	magenta
ATE1	1	turquoise
ATF1	1	turquoise
ATF2	1	turquoise
ATF3	2	blue
ATF5	16	lightcyan
ATF6	5	green
ATF6B	16	lightcyan
ATF7IP	6	red
ATF7IP2	2	blue
ATG10	8	pink
ATG2A	16	lightcyan
ATG2B	1	turquoise
ATG3	1	turquoise
ATG4D	6	red
ATG9B	5	green
ATIC	20	royalblue
ATL1	5	green
ATL2	1	turquoise
ATM	1	turquoise
ATMIN	10	purple
ATOH8	5	green
ATOX1	1	turquoise
ATP10A	4	yellow
ATP10D	1	turquoise
ATP11A	1	turquoise
ATP11C	1	turquoise
ATP12A	46	brown4
ATP13A1	34	darkmagenta
ATP13A2	1	turquoise
ATP13A3	5	green
ATP13A4	3	brown
ATP13A5	36	yellowgreen
ATP1A2	4	yellow
ATP1A4	2	blue
ATP1B1	1	turquoise
ATP1B2	24	darkgrey
ATP2A1	8	pink
ATP2A2	1	turquoise
ATP2A3	27	white
ATP2B1	1	turquoise
ATP2B2	3	brown
ATP2B3	9	magenta
ATP2B4	9	magenta
ATP2C1	1	turquoise
ATP2C2	3	brown
ATP4A	26	darkorange
ATP6AP1L	1	turquoise
ATP6AP2	5	green
ATP6V0A1	1	turquoise
ATP6V0A2	6	red
ATP6V0A4	24	darkgrey
ATP6V0B	9	magenta
ATP6V0D2	24	darkgrey
ATP6V0E1	9	magenta
ATP6V0E2	13	salmon
ATP6V1A	6	red
ATP6V1B1	3	brown
ATP6V1B2	1	turquoise
ATP6V1C1	5	green
ATP6V1C2	8	pink
ATP6V1D	5	green
ATP6V1E1	9	magenta
ATP6V1E2	15	midnightblue
ATP6V1F	2	blue
ATP6V1G2	8	pink
ATP6V1H	5	green
ATP7A	6	red
ATP7B	2	blue
ATP8A1	3	brown
ATP8A2	5	green
ATP8B1	15	midnightblue
ATP8B2	4	yellow
ATP8B4	4	yellow
ATP9A	3	brown
ATPAF1	28	skyblue
ATR	28	skyblue
ATRIP	21	darkred
ATRNL1	37	skyblue3
ATXN1	21	darkred
ATXN1L	29	saddlebrown
ATXN2	7	black
ATXN7	1	turquoise
ATXN7L1	3	brown
ATXN7L3	7	black
ATXN7L3B	1	turquoise
AUH	1	turquoise
AURKA	4	yellow
AURKAIP1	13	salmon
AURKB	5	green
AURKC	26	darkorange
AUTS2	6	red
AVEN	2	blue
AVIL	16	lightcyan
AVL9	2	blue
AVP	42	lightcyan1
AVPI1	25	orange
AVPR1A	4	yellow
AVPR1B	14	cyan
AVPR2	3	brown
AXDND1	9	magenta
AXIN1	5	green
AXIN2	2	blue
AXL	19	lightyellow
AZGP1	2	blue
AZI2	1	turquoise
AZIN1	1	turquoise
AZU1	2	blue
B2M	9	magenta
B3GALNT1	6	red
B3GALT4	8	pink
B3GALT5	3	brown
B3GALT6	10	purple
B3GAT1	2	blue
B3GAT2	1	turquoise
B3GAT3	13	salmon
B3GNT3	10	purple
B3GNT4	4	yellow
B3GNT5	5	green
B3GNT6	14	cyan
B3GNT7	2	blue
B3GNT8	5	green
B3GNT9	28	skyblue
B4GALNT1	10	purple
B4GALNT2	6	red
B4GALNT3	3	brown
B4GALNT4	4	yellow
B4GALT1	2	blue
B4GALT4	2	blue
B4GALT5	1	turquoise
B4GALT7	2	blue
B9D1	8	pink
B9D2	12	tan
BAALC	3	brown
BACE2	6	red
BACH1	2	blue
BACH2	11	greenyellow
BAD	3	brown
BAG1	30	steelblue
BAG2	1	turquoise
BAG3	2	blue
BAG4	5	green
BAG5	12	tan
BAG6	8	pink
BAHCC1	6	red
BAHD1	1	turquoise
BAIAP2	7	black
BAIAP2L1	2	blue
BAIAP2L2	3	brown
BAIAP3	3	brown
BAMBI	47	bisque4
BANF1	2	blue
BANK1	3	brown
BANP	9	magenta
BARD1	1	turquoise
BARX1	2	blue
BARX2	3	brown
BASP1	5	green
BATF	46	brown4
BATF2	48	darkslateblue
BATF3	29	saddlebrown
BAX	10	purple
BAZ1A	1	turquoise
BAZ2A	29	saddlebrown
BAZ2B	1	turquoise
BBC3	4	yellow
BBS1	18	lightgreen
BBS10	1	turquoise
BBS5	7	black
BBS7	2	blue
BBX	1	turquoise
BCAM	3	brown
BCAN	3	brown
BCAP31	4	yellow
BCAR3	2	blue
BCAS1	3	brown
BCAS2	1	turquoise
BCAS3	1	turquoise
BCAS4	9	magenta
BCAT1	13	salmon
BCAT2	5	green
BCCIP	11	greenyellow
BCDIN3D	1	turquoise
BCHE	4	yellow
BCKDHA	27	white
BCKDHB	6	red
BCKDK	2	blue
BCL10	13	salmon
BCL2	4	yellow
BCL2A1	17	grey60
BCL2L1	1	turquoise
BCL2L10	4	yellow
BCL2L11	3	brown
BCL2L13	1	turquoise
BCL2L15	18	lightgreen
BCL3	19	lightyellow
BCL6	1	turquoise
BCL6B	3	brown
BCL7A	6	red
BCL7C	10	purple
BCL9	3	brown
BCL9L	6	red
BCLAF1	1	turquoise
BCO2	5	green
BCOR	1	turquoise
BCORL1	1	turquoise
BCS1L	1	turquoise
BDH1	3	brown
BDH2	1	turquoise
BDKRB1	33	darkolivegreen
BDNF	32	violet
BDP1	1	turquoise
BEAN1	2	blue
BEND5	4	yellow
BEND6	47	bisque4
BEST1	8	pink
BEST2	4	yellow
BEST3	2	blue
BEST4	4	yellow
BET1	15	midnightblue
BEX1	18	lightgreen
BEX2	4	yellow
BEX4	20	royalblue
BEX5	3	brown
BFSP1	4	yellow
BFSP2	23	darkturquoise
BGLAP	6	red
BGN	2	blue
BHLHA15	3	brown
BHLHB9	10	purple
BHLHE40	41	lightsteelblue1
BHLHE41	3	brown
BHMT2	5	green
BICC1	9	magenta
BICD1	6	red
BID	4	yellow
BIK	2	blue
BIN1	1	turquoise
BIN2	2	blue
BIN3	4	yellow
BIRC2	7	black
BIRC3	26	darkorange
BIRC5	5	green
BIRC6	38	plum1
BIRC7	17	grey60
BIVM	1	turquoise
BLK	17	grey60
BLM	3	brown
BLMH	4	yellow
BLNK	12	tan
BLOC1S1	7	black
BLOC1S2	5	green
BLVRA	4	yellow
BLVRB	46	brown4
BMF	1	turquoise
BMP1	9	magenta
BMP2	5	green
BMP2K	1	turquoise
BMP4	37	skyblue3
BMP6	8	pink
BMP7	9	magenta
BMP8A	6	red
BMP8B	18	lightgreen
BMPER	2	blue
BMPR1A	6	red
BMPR1B	17	grey60
BMPR2	5	green
BMS1	1	turquoise
BNC1	17	grey60
BNC2	4	yellow
BNIP2	45	darkorange2
BNIP3L	5	green
BNIPL	2	blue
BOC	1	turquoise
BOD1	1	turquoise
BOLA2	9	magenta
BOLA2B	13	salmon
BOP1	22	darkgreen
BORA	5	green
BPGM	5	green
BPHL	5	green
BPI	25	orange
BPIFA2	48	darkslateblue
BPIFB1	9	magenta
BRAT1	10	purple
BRCC3	1	turquoise
BRD1	1	turquoise
BRD2	8	pink
BRD3	1	turquoise
BRDT	2	blue
BRF1	16	lightcyan
BRF2	5	green
BRI3	6	red
BRMS1L	2	blue
BRPF1	1	turquoise
BRPF3	1	turquoise
BRS3	36	yellowgreen
BRSK1	4	yellow
BRSK2	2	blue
BRWD1	5	green
BRWD3	2	blue
BSDC1	1	turquoise
BSPRY	3	brown
BST1	9	magenta
BST2	1	turquoise
BTBD10	1	turquoise
BTBD19	1	turquoise
BTBD2	5	green
BTBD3	6	red
BTC	3	brown
BTD	4	yellow
BTF3	1	turquoise
BTG2	1	turquoise
BTK	6	red
BTLA	3	brown
BTN2A1	1	turquoise
BTN2A2	1	turquoise
BTN3A1	19	lightyellow
BTN3A2	2	blue
BTN3A3	1	turquoise
BTNL2	8	pink
BTNL9	3	brown
BUB1	4	yellow
BUB1B	5	green
BUB3	4	yellow
BUD13	10	purple
BUD31	8	pink
BVES	1	turquoise
BYSL	4	yellow
BZW1	1	turquoise
BZW2	2	blue
C10orf105	2	blue
C10orf55	8	pink
C10orf62	23	darkturquoise
C10orf88	27	white
C10orf95	2	blue
C10orf99	36	yellowgreen
C11orf1	13	salmon
C11orf16	8	pink
C11orf21	3	brown
C11orf24	2	blue
C11orf52	8	pink
C11orf53	42	lightcyan1
C11orf54	3	brown
C11orf58	35	sienna3
C11orf80	7	black
C11orf86	9	magenta
C11orf91	25	orange
C11orf94	8	pink
C11orf95	6	red
C11orf96	16	lightcyan
C12orf42	14	cyan
C12orf56	17	grey60
C12orf57	1	turquoise
C12orf60	32	violet
C12orf65	11	greenyellow
