Gene	Labels	Color
A2M	15	midnightblue
A2ML1	2	blue
A4GALT	18	lightgreen
A4GNT	1	turquoise
AAAS	4	yellow
AACS	33	darkolivegreen
AADAC	3	brown
AADAT	3	brown
AAGAB	24	darkgrey
AAK1	6	red
AAMP	4	yellow
AANAT	7	black
AARS	6	red
AARS2	1	turquoise
AARSD1	25	orange
AASDH	19	lightyellow
AASDHPPT	6	red
AASS	14	cyan
AATF	11	greenyellow
AATK	15	midnightblue
ABAT	38	plum1
ABCA1	9	magenta
ABCA10	22	darkgreen
ABCA12	5	green
ABCA13	2	blue
ABCA2	14	cyan
ABCA3	0	grey
ABCA5	6	red
ABCA6	15	midnightblue
ABCA7	7	black
ABCA8	5	green
ABCA9	26	darkorange
ABCB1	3	brown
ABCB10	2	blue
ABCB11	22	darkgreen
ABCB5	1	turquoise
ABCB6	22	darkgreen
ABCB7	4	yellow
ABCB8	4	yellow
ABCB9	22	darkgreen
ABCC1	1	turquoise
ABCC10	12	tan
ABCC2	3	brown
ABCC3	3	brown
ABCC4	9	magenta
ABCC5	1	turquoise
ABCC6	15	midnightblue
ABCC9	1	turquoise
ABCD1	36	yellowgreen
ABCD2	6	red
ABCD3	7	black
ABCD4	24	darkgrey
ABCE1	3	brown
ABCF1	1	turquoise
ABCF2	20	royalblue
ABCG1	15	midnightblue
ABCG2	6	red
ABCG4	35	sienna3
ABHD10	10	purple
ABHD11	16	lightcyan
ABHD12	17	grey60
ABHD14A	2	blue
ABHD14B	15	midnightblue
ABHD15	28	skyblue
ABHD16A	11	greenyellow
ABHD16B	11	greenyellow
ABHD2	9	magenta
ABHD3	12	tan
ABHD4	16	lightcyan
ABHD5	24	darkgrey
ABHD6	9	magenta
ABHD8	3	brown
ABI1	1	turquoise
ABI2	35	sienna3
ABI3	2	blue
ABI3BP	35	sienna3
ABL1	1	turquoise
ABL2	3	brown
ABLIM1	5	green
ABLIM3	3	brown
ABO	3	brown
ABR	7	black
ABRA	10	purple
ABT1	13	salmon
ABTB1	2	blue
ABTB2	3	brown
ACAA1	1	turquoise
ACAA2	13	salmon
ACACB	14	cyan
ACAD10	14	cyan
ACAD11	1	turquoise
ACADM	4	yellow
ACADS	4	yellow
ACADSB	8	pink
ACAN	2	blue
ACAP1	2	blue
ACAP2	2	blue
ACAP3	1	turquoise
ACAT2	33	darkolivegreen
ACBD4	14	cyan
ACBD5	8	pink
ACBD7	1	turquoise
ACCS	14	cyan
ACCSL	26	darkorange
ACD	4	yellow
ACE	7	black
ACE2	43	ivory
ACER2	9	magenta
ACER3	25	orange
ACHE	1	turquoise
ACIN1	1	turquoise
ACLY	8	pink
ACO1	9	magenta
ACO2	10	purple
ACOT1	0	grey
ACOT11	2	blue
ACOT12	0	grey
ACOT13	9	magenta
ACOT2	4	yellow
ACOT4	27	white
ACOT7	0	grey
ACOT8	15	midnightblue
ACOT9	13	salmon
ACOX1	9	magenta
ACOX2	36	yellowgreen
ACOX3	12	tan
ACOXL	5	green
ACP1	1	turquoise
ACP5	15	midnightblue
ACP6	20	royalblue
ACPP	24	darkgrey
ACRBP	18	lightgreen
ACRV1	1	turquoise
ACSF2	16	lightcyan
ACSF3	12	tan
ACSL1	2	blue
ACSL3	3	brown
ACSL4	8	pink
ACSL5	2	blue
ACSL6	1	turquoise
ACSM1	22	darkgreen
ACSM3	5	green
ACSM4	5	green
ACSS1	3	brown
ACSS2	33	darkolivegreen
ACSS3	9	magenta
ACTA1	9	magenta
ACTA2	6	red
ACTG1	38	plum1
ACTG2	21	darkred
ACTL6A	1	turquoise
ACTL7A	2	blue
ACTL7B	21	darkred
ACTL8	42	lightcyan1
ACTN1	1	turquoise
ACTN2	23	darkturquoise
ACTR10	13	salmon
ACTR1A	4	yellow
ACTR1B	4	yellow
ACTR2	3	brown
ACTR3	8	pink
ACTR5	24	darkgrey
ACTR6	1	turquoise
ACTR8	19	lightyellow
ACVR1	23	darkturquoise
ACVR2A	23	darkturquoise
ACVR2B	6	red
ACVRL1	23	darkturquoise
ACY1	1	turquoise
ACYP1	22	darkgreen
ACYP2	7	black
ADA	1	turquoise
ADAL	3	brown
ADAM10	3	brown
ADAM11	1	turquoise
ADAM12	5	green
ADAM15	4	yellow
ADAM17	3	brown
ADAM19	2	blue
ADAM20	3	brown
ADAM21	0	grey
ADAM23	3	brown
ADAM28	15	midnightblue
ADAM32	1	turquoise
ADAM33	7	black
ADAM8	2	blue
ADAM9	3	brown
ADAMDEC1	2	blue
ADAMTS1	3	brown
ADAMTS10	7	black
ADAMTS12	5	green
ADAMTS13	11	greenyellow
ADAMTS14	3	brown
ADAMTS15	5	green
ADAMTS16	38	plum1
ADAMTS17	29	saddlebrown
ADAMTS18	5	green
ADAMTS2	28	skyblue
ADAMTS3	16	lightcyan
ADAMTS4	40	mediumpurple3
ADAMTS5	42	lightcyan1
ADAMTS6	2	blue
ADAMTS7	35	sienna3
ADAMTS9	3	brown
ADAMTSL1	22	darkgreen
ADAMTSL2	7	black
ADAMTSL4	1	turquoise
ADAMTSL5	1	turquoise
ADAP1	2	blue
ADAP2	15	midnightblue
ADAR	6	red
ADARB1	18	lightgreen
ADARB2	5	green
ADAT1	12	tan
ADAT2	3	brown
ADAT3	4	yellow
ADCK1	29	saddlebrown
ADCK2	10	purple
ADCK5	11	greenyellow
ADCY1	7	black
ADCY10	35	sienna3
ADCY2	10	purple
ADCY3	33	darkolivegreen
ADCY4	2	blue
ADCY5	6	red
ADCY6	12	tan
ADCY7	2	blue
ADCY9	12	tan
ADD1	16	lightcyan
ADD3	9	magenta
ADH1B	9	magenta
ADH5	1	turquoise
ADHFE1	31	paleturquoise
ADI1	17	grey60
ADIPOQ	11	greenyellow
ADIPOR1	2	blue
ADIPOR2	8	pink
ADM	13	salmon
ADM2	1	turquoise
ADNP	1	turquoise
ADNP2	1	turquoise
ADORA2A	2	blue
ADORA2B	15	midnightblue
ADORA3	15	midnightblue
ADPGK	2	blue
ADPRH	30	steelblue
ADPRHL2	20	royalblue
ADRA1A	1	turquoise
ADRA1D	1	turquoise
ADRA2A	10	purple
ADRA2B	4	yellow
ADRB1	5	green
ADRB2	21	darkred
ADRM1	4	yellow
ADSL	1	turquoise
ADSS	24	darkgrey
ADSSL1	5	green
AEBP1	7	black
AEN	20	royalblue
AFAP1	0	grey
AFAP1L1	28	skyblue
AFAP1L2	5	green
AFF1	6	red
AFF2	35	sienna3
AFF3	5	green
AFF4	3	brown
AFG3L2	22	darkgreen
AFMID	4	yellow
AFP	3	brown
AFTPH	17	grey60
AGA	1	turquoise
AGAP1	9	magenta
AGAP2	2	blue
AGAP3	41	lightsteelblue1
AGAP4	5	green
AGAP5	1	turquoise
AGAP6	1	turquoise
AGBL2	9	magenta
AGBL5	10	purple
AGER	11	greenyellow
AGFG1	17	grey60
AGFG2	14	cyan
AGK	9	magenta
AGL	9	magenta
AGMAT	17	grey60
AGPAT1	1	turquoise
AGPAT2	4	yellow
AGPAT3	12	tan
AGPAT4	10	purple
AGPAT5	24	darkgrey
AGPS	8	pink
AGRN	1	turquoise
AGRP	3	brown
AGT	29	saddlebrown
AGTPBP1	24	darkgrey
AGTR1	3	brown
AGTRAP	4	yellow
AHCTF1	1	turquoise
AHCYL1	6	red
AHCYL2	1	turquoise
AHDC1	1	turquoise
AHI1	17	grey60
AHNAK	23	darkturquoise
AHNAK2	3	brown
AHR	21	darkred
AHRR	22	darkgreen
AHSA1	2	blue
AIDA	3	brown
AIF1	11	greenyellow
AIF1L	10	purple
AIFM1	3	brown
AIFM2	20	royalblue
AIFM3	20	royalblue
AIG1	3	brown
AIM2	2	blue
AIMP2	20	royalblue
AIP	3	brown
AIPL1	11	greenyellow
AK1	24	darkgrey
AK2	33	darkolivegreen
AK3	26	darkorange
AK4	5	green
AK5	8	pink
AK7	40	mediumpurple3
AK8	29	saddlebrown
AKAP1	9	magenta
AKAP10	2	blue
AKAP11	6	red
AKAP12	22	darkgreen
AKAP13	9	magenta
AKAP17A	8	pink
AKAP5	2	blue
AKAP6	3	brown
AKAP7	16	lightcyan
AKAP8	1	turquoise
AKAP8L	7	black
AKAP9	6	red
AKIP1	35	sienna3
AKNA	3	brown
AKR1A1	27	white
AKR1B1	13	salmon
AKR1C1	7	black
AKR1C2	7	black
AKR1C3	1	turquoise
AKR1D1	1	turquoise
AKR7A2	27	white
AKR7A3	4	yellow
AKT1	17	grey60
AKT1S1	27	white
AKT2	17	grey60
AKT3	5	green
AKTIP	22	darkgreen
ALAD	16	lightcyan
ALAS1	8	pink
ALAS2	2	blue
ALB	29	saddlebrown
ALCAM	3	brown
ALDH16A1	4	yellow
ALDH18A1	38	plum1
ALDH1A1	2	blue
ALDH1A2	22	darkgreen
ALDH1A3	1	turquoise
ALDH1B1	3	brown
ALDH1L1	24	darkgrey
ALDH1L2	1	turquoise
ALDH2	24	darkgrey
ALDH3A2	8	pink
ALDH3B1	15	midnightblue
ALDH4A1	15	midnightblue
ALDH5A1	9	magenta
ALDH6A1	10	purple
ALDH7A1	1	turquoise
ALDH8A1	5	green
ALDH9A1	4	yellow
ALDOA	22	darkgreen
ALDOB	42	lightcyan1
ALDOC	33	darkolivegreen
ALG1	20	royalblue
ALG10	8	pink
ALG10B	19	lightyellow
ALG11	16	lightcyan
ALG12	4	yellow
ALG13	3	brown
ALG14	4	yellow
ALG1L	33	darkolivegreen
ALG1L2	4	yellow
ALG2	37	skyblue3
ALG3	5	green
ALG5	1	turquoise
ALG6	8	pink
ALG8	37	skyblue3
ALK	23	darkturquoise
ALKBH1	17	grey60
ALKBH2	1	turquoise
ALKBH3	16	lightcyan
ALKBH4	1	turquoise
ALKBH5	4	yellow
ALKBH6	4	yellow
ALKBH7	4	yellow
ALKBH8	3	brown
ALMS1	8	pink
ALOX12	7	black
ALOX15	14	cyan
ALOX15B	21	darkred
ALOX5	22	darkgreen
ALOX5AP	2	blue
ALOXE3	9	magenta
ALPK1	6	red
ALPK2	23	darkturquoise
ALPK3	1	turquoise
ALPL	2	blue
ALPP	31	paleturquoise
ALS2	3	brown
ALS2CL	1	turquoise
ALX3	1	turquoise
ALX4	22	darkgreen
AMACR	28	skyblue
AMBP	29	saddlebrown
AMD1	23	darkturquoise
AMDHD1	7	black
AMDHD2	4	yellow
AMFR	4	yellow
AMH	10	purple
AMHR2	17	grey60
AMIGO1	3	brown
AMIGO2	3	brown
AMIGO3	1	turquoise
AMMECR1	16	lightcyan
AMMECR1L	3	brown
AMN	22	darkgreen
AMN1	2	blue
AMOT	1	turquoise
AMOTL1	1	turquoise
AMOTL2	38	plum1
AMPD2	0	grey
AMPD3	24	darkgrey
AMPH	41	lightsteelblue1
AMT	7	black
AMY2B	17	grey60
AMZ1	18	lightgreen
AMZ2	3	brown
ANAPC1	8	pink
ANAPC10	12	tan
ANAPC11	13	salmon
ANAPC13	37	skyblue3
ANAPC16	1	turquoise
ANAPC2	1	turquoise
ANAPC5	27	white
ANAPC7	3	brown
ANG	5	green
ANGEL1	15	midnightblue
ANGEL2	5	green
ANGPT1	22	darkgreen
ANGPT2	3	brown
ANGPTL1	19	lightyellow
ANGPTL2	4	yellow
ANGPTL3	23	darkturquoise
ANGPTL4	4	yellow
ANK1	14	cyan
ANK2	5	green
ANK3	7	black
ANKAR	26	darkorange
ANKDD1A	30	steelblue
ANKDD1B	26	darkorange
ANKFY1	6	red
ANKH	1	turquoise
ANKHD1	6	red
ANKLE1	1	turquoise
ANKLE2	1	turquoise
ANKMY1	7	black
ANKMY2	39	orangered4
ANKRD1	17	grey60
ANKRD10	23	darkturquoise
ANKRD11	1	turquoise
ANKRD12	6	red
ANKRD13A	23	darkturquoise
ANKRD13B	7	black
ANKRD16	12	tan
ANKRD17	6	red
ANKRD18A	5	green
ANKRD2	29	saddlebrown
ANKRD20A3	10	purple
ANKRD20A4	26	darkorange
ANKRD22	2	blue
ANKRD24	14	cyan
ANKRD26	19	lightyellow
ANKRD27	16	lightcyan
ANKRD28	23	darkturquoise
ANKRD29	16	lightcyan
ANKRD33B	2	blue
ANKRD34A	2	blue
ANKRD36	6	red
ANKRD36B	1	turquoise
ANKRD37	6	red
ANKRD39	21	darkred
ANKRD40	1	turquoise
ANKRD42	22	darkgreen
ANKRD44	2	blue
ANKRD46	1	turquoise
ANKRD49	1	turquoise
ANKRD50	3	brown
ANKRD52	1	turquoise
ANKRD53	1	turquoise
ANKRD54	2	blue
ANKRD55	12	tan
ANKRD6	3	brown
ANKRD61	1	turquoise
ANKRD62	11	greenyellow
ANKRD7	19	lightyellow
ANKRD9	15	midnightblue
ANKS1A	1	turquoise
ANKS3	4	yellow
ANKS4B	11	greenyellow
ANKS6	1	turquoise
ANKZF1	3	brown
ANLN	25	orange
ANO10	9	magenta
ANO4	16	lightcyan
ANO6	34	darkmagenta
ANO7	1	turquoise
ANO8	1	turquoise
ANO9	2	blue
ANP32A	9	magenta
ANP32B	15	midnightblue
ANP32E	16	lightcyan
ANPEP	18	lightgreen
ANTXR1	13	salmon
ANTXR2	10	purple
ANXA1	2	blue
ANXA10	3	brown
ANXA11	3	brown
ANXA2	20	royalblue
ANXA3	2	blue
ANXA4	16	lightcyan
ANXA5	34	darkmagenta
ANXA6	9	magenta
ANXA7	13	salmon
ANXA9	18	lightgreen
AOAH	2	blue
AOC2	25	orange
AOC3	1	turquoise
AOX1	40	mediumpurple3
AP1AR	21	darkred
AP1B1	36	yellowgreen
AP1G1	8	pink
AP1M1	4	yellow
AP1S1	33	darkolivegreen
AP1S2	2	blue
AP1S3	1	turquoise
AP2A2	3	brown
AP2B1	7	black
AP2M1	4	yellow
AP2S1	4	yellow
AP3B1	8	pink
AP3B2	18	lightgreen
AP3D1	13	salmon
AP3M1	3	brown
AP3M2	3	brown
AP3S1	12	tan
AP3S2	1	turquoise
AP4B1	34	darkmagenta
AP4E1	6	red
AP4M1	10	purple
AP4S1	1	turquoise
APAF1	2	blue
APBA1	21	darkred
APBA2	9	magenta
APBA3	7	black
APBB1	4	yellow
APBB1IP	2	blue
APBB2	12	tan
APBB3	7	black
APC	6	red
APC2	7	black
APCDD1	42	lightcyan1
APCDD1L	40	mediumpurple3
APEH	4	yellow
APEX2	17	grey60
APH1A	4	yellow
APH1B	34	darkmagenta
API5	3	brown
APIP	1	turquoise
APLF	1	turquoise
APLN	2	blue
APLNR	28	skyblue
APLP2	4	yellow
APOA1	33	darkolivegreen
APOA2	29	saddlebrown
APOB	1	turquoise
APOBEC2	2	blue
APOBEC3A	1	turquoise
APOBEC3B	23	darkturquoise
APOBEC3C	0	grey
APOBEC3D	18	lightgreen
APOBEC3F	1	turquoise
APOBEC3G	40	mediumpurple3
APOBEC3H	2	blue
APOBEC4	11	greenyellow
APOBR	2	blue
APOC1	27	white
APOC3	29	saddlebrown
APOD	28	skyblue
APOE	27	white
APOH	29	saddlebrown
APOL1	1	turquoise
APOL2	2	blue
APOL3	2	blue
APOL4	32	violet
APOL6	2	blue
APOLD1	28	skyblue
APOM	11	greenyellow
APOO	33	darkolivegreen
APOOL	9	magenta
APP	13	salmon
APPL1	8	pink
APPL2	32	violet
APRT	13	salmon
AQP11	16	lightcyan
AQP2	3	brown
AQP3	1	turquoise
AQP5	31	paleturquoise
AQP6	1	turquoise
AQP8	1	turquoise
AQP9	2	blue
AQR	19	lightyellow
AR	23	darkturquoise
ARAF	29	saddlebrown
ARAP1	2	blue
ARAP2	5	green
ARAP3	2	blue
ARC	19	lightyellow
AREG	17	grey60
ARF1	6	red
ARF3	9	magenta
ARF4	20	royalblue
ARF5	4	yellow
ARF6	3	brown
ARFGAP1	1	turquoise
ARFGAP2	4	yellow
ARFGAP3	17	grey60
ARFGEF1	6	red
ARFGEF2	8	pink
ARFIP2	2	blue
ARFRP1	3	brown
ARG1	0	grey
ARG2	5	green
ARGFX	1	turquoise
ARGLU1	2	blue
ARHGAP1	1	turquoise
ARHGAP10	22	darkgreen
ARHGAP11B	11	greenyellow
ARHGAP12	9	magenta
ARHGAP15	2	blue
ARHGAP17	11	greenyellow
ARHGAP18	29	saddlebrown
ARHGAP19	3	brown
ARHGAP20	3	brown
ARHGAP21	6	red
ARHGAP22	28	skyblue
ARHGAP23	1	turquoise
ARHGAP24	3	brown
ARHGAP25	2	blue
ARHGAP26	2	blue
ARHGAP27	2	blue
ARHGAP28	5	green
ARHGAP29	42	lightcyan1
ARHGAP30	2	blue
ARHGAP31	1	turquoise
ARHGAP32	6	red
ARHGAP33	14	cyan
ARHGAP35	1	turquoise
ARHGAP39	1	turquoise
ARHGAP4	2	blue
ARHGAP42	3	brown
ARHGAP44	22	darkgreen
ARHGAP5	8	pink
ARHGAP6	5	green
ARHGAP9	2	blue
ARHGDIA	1	turquoise
ARHGDIB	2	blue
ARHGEF1	4	yellow
ARHGEF10	11	greenyellow
ARHGEF10L	10	purple
ARHGEF11	1	turquoise
ARHGEF12	6	red
ARHGEF15	28	skyblue
ARHGEF16	19	lightyellow
ARHGEF17	12	tan
ARHGEF18	7	black
ARHGEF19	1	turquoise
ARHGEF2	30	steelblue
ARHGEF25	25	orange
ARHGEF26	1	turquoise
ARHGEF3	6	red
ARHGEF33	0	grey
ARHGEF35	3	brown
ARHGEF37	0	grey
ARHGEF4	3	brown
ARHGEF40	7	black
ARHGEF5	1	turquoise
ARHGEF6	26	darkorange
ARHGEF7	1	turquoise
ARHGEF9	26	darkorange
ARID1A	1	turquoise
ARID1B	1	turquoise
ARID2	6	red
ARID3A	2	blue
ARID3B	23	darkturquoise
ARID3C	17	grey60
ARID4A	6	red
ARID4B	6	red
ARID5A	4	yellow
ARID5B	23	darkturquoise
ARIH1	6	red
ARIH2	30	steelblue
ARL1	7	black
ARL10	1	turquoise
ARL11	2	blue
ARL13B	35	sienna3
ARL14	3	brown
ARL15	2	blue
ARL17A	1	turquoise
ARL2	4	yellow
ARL2BP	25	orange
ARL3	1	turquoise
ARL4A	9	magenta
ARL4C	5	green
ARL4D	29	saddlebrown
ARL5A	3	brown
ARL5B	5	green
ARL6	7	black
ARL6IP1	3	brown
ARL6IP4	4	yellow
ARL6IP5	25	orange
ARL6IP6	3	brown
ARL8A	3	brown
ARL8B	40	mediumpurple3
ARMC1	14	cyan
ARMC10	4	yellow
ARMC2	3	brown
ARMC3	10	purple
ARMC5	4	yellow
ARMC6	4	yellow
ARMC7	3	brown
ARMC9	1	turquoise
ARMCX1	1	turquoise
ARMCX2	17	grey60
ARMCX3	3	brown
ARMCX4	22	darkgreen
ARMCX5	37	skyblue3
ARMCX6	4	yellow
ARNT2	24	darkgrey
ARNTL	24	darkgrey
ARNTL2	17	grey60
ARPC1B	4	yellow
ARPC3	12	tan
ARPC4	4	yellow
ARPC5	4	yellow
ARPC5L	14	cyan
ARPP19	8	pink
ARR3	25	orange
ARRB1	15	midnightblue
ARRB2	2	blue
ARRDC1	16	lightcyan
ARRDC2	30	steelblue
ARRDC3	26	darkorange
ARRDC4	3	brown
ARRDC5	14	cyan
ARSA	7	black
ARSB	12	tan
ARSD	10	purple
ARSE	21	darkred
ARSG	2	blue
ARSJ	17	grey60
ARSK	3	brown
ART3	31	paleturquoise
ARTN	1	turquoise
ARV1	10	purple
ARVCF	5	green
AS3MT	1	turquoise
ASAH1	2	blue
ASAH2B	15	midnightblue
ASAP1	3	brown
ASAP2	16	lightcyan
ASAP3	11	greenyellow
ASB1	3	brown
ASB12	1	turquoise
ASB13	32	violet
ASB6	7	black
ASB7	16	lightcyan
ASB9	15	midnightblue
ASCC1	19	lightyellow
ASCC2	1	turquoise
ASCC3	19	lightyellow
ASCL2	2	blue
ASF1A	5	green
ASF1B	11	greenyellow
ASGR1	14	cyan
ASGR2	2	blue
ASH1L	12	tan
ASH2L	3	brown
ASIP	3	brown
ASL	4	yellow
ASMTL	24	darkgrey
ASNS	17	grey60
ASNSD1	37	skyblue3
ASPG	10	purple
ASPH	9	magenta
ASPHD1	29	saddlebrown
ASPHD2	5	green
ASPM	25	orange
ASPN	11	greenyellow
ASPRV1	2	blue
ASPSCR1	10	purple
ASRGL1	14	cyan
ASS1	41	lightsteelblue1
ASTL	1	turquoise
ASTN1	10	purple
ASTN2	1	turquoise
ASXL1	1	turquoise
ASXL2	6	red
ATAD1	7	black
ATAD2	5	green
ATAD2B	19	lightyellow
ATAD3A	6	red
ATAD3B	1	turquoise
ATAD3C	1	turquoise
ATAD5	16	lightcyan
ATAT1	11	greenyellow
ATCAY	11	greenyellow
ATE1	6	red
ATF1	17	grey60
ATF2	6	red
ATF3	10	purple
ATF4	19	lightyellow
ATF5	7	black
ATF6	8	pink
ATF6B	7	black
ATF7	1	turquoise
ATF7IP	6	red
ATF7IP2	1	turquoise
ATG10	1	turquoise
ATG13	10	purple
ATG14	1	turquoise
ATG16L1	11	greenyellow
ATG16L2	2	blue
ATG2A	7	black
ATG4A	8	pink
ATG4B	8	pink
ATG4C	38	plum1
ATG4D	3	brown
ATG5	7	black
ATG7	1	turquoise
ATG9A	12	tan
ATG9B	1	turquoise
ATIC	3	brown
ATL2	8	pink
ATL3	8	pink
ATM	2	blue
ATN1	1	turquoise
ATOH7	14	cyan
ATOH8	5	green
ATOX1	4	yellow
ATP10A	2	blue
ATP10D	43	ivory
ATP11A	1	turquoise
ATP11B	8	pink
ATP11C	6	red
ATP13A1	12	tan
ATP13A2	7	black
ATP13A3	17	grey60
ATP13A4	7	black
ATP1A1	3	brown
ATP1B1	15	midnightblue
ATP1B2	1	turquoise
ATP1B3	5	green
ATP1B4	11	greenyellow
ATP2A1	1	turquoise
ATP2A2	3	brown
ATP2A3	2	blue
ATP2B1	3	brown
ATP2B2	22	darkgreen
ATP2B4	3	brown
ATP2C1	3	brown
ATP2C2	2	blue
ATP6AP1	27	white
ATP6AP1L	25	orange
ATP6AP2	8	pink
ATP6V0A1	1	turquoise
ATP6V0A2	1	turquoise
ATP6V0B	13	salmon
ATP6V0C	1	turquoise
ATP6V0D1	10	purple
ATP6V0D2	40	mediumpurple3
ATP6V0E1	27	white
ATP6V0E2	17	grey60
ATP6V1A	8	pink
ATP6V1B2	23	darkturquoise
ATP6V1C1	22	darkgreen
ATP6V1D	3	brown
ATP6V1E1	13	salmon
ATP6V1E2	5	green
ATP6V1F	4	yellow
ATP6V1G1	12	tan
ATP7A	19	lightyellow
ATP7B	1	turquoise
ATP8A1	26	darkorange
ATP8A2	26	darkorange
ATP8B1	1	turquoise
ATP8B2	7	black
ATP8B3	13	salmon
ATP8B4	2	blue
ATP9A	5	green
ATP9B	12	tan
ATPAF2	3	brown
ATR	8	pink
ATRIP	2	blue
ATRN	12	tan
ATRNL1	26	darkorange
ATRX	6	red
ATXN1	34	darkmagenta
ATXN10	3	brown
ATXN1L	1	turquoise
ATXN2	1	turquoise
ATXN2L	1	turquoise
ATXN3	5	green
ATXN7	1	turquoise
ATXN7L1	1	turquoise
ATXN7L2	7	black
ATXN7L3	7	black
ATXN7L3B	6	red
AUH	20	royalblue
AUP1	13	salmon
AURKA	25	orange
AURKAIP1	13	salmon
AURKB	25	orange
AURKC	19	lightyellow
AUTS2	9	magenta
AVEN	13	salmon
AVIL	1	turquoise
AVL9	8	pink
AVPI1	11	greenyellow
AVPR1A	1	turquoise
AXDND1	6	red
AXIN1	7	black
AXIN2	14	cyan
AXL	1	turquoise
AZGP1	9	magenta
AZI2	21	darkred
AZIN1	1	turquoise
B2M	1	turquoise
B3GALNT1	5	green
B3GALNT2	33	darkolivegreen
B3GALT2	8	pink
B3GALT4	10	purple
B3GALT6	4	yellow
B3GAT1	21	darkred
B3GAT3	4	yellow
B3GNT2	12	tan
B3GNT5	17	grey60
B3GNT6	1	turquoise
B3GNT7	5	green
B3GNT8	2	blue
B3GNT9	10	purple
B3GNTL1	4	yellow
B4GALNT1	6	red
B4GALNT3	35	sienna3
B4GALNT4	5	green
B4GALT1	9	magenta
B4GALT2	13	salmon
B4GALT3	3	brown
B4GALT5	22	darkgreen
B4GALT6	3	brown
B4GALT7	4	yellow
B9D1	29	saddlebrown
B9D2	6	red
BAALC	18	lightgreen
BAAT	9	magenta
BABAM1	4	yellow
BACE1	12	tan
BACE2	9	magenta
BACH1	40	mediumpurple3
BACH2	5	green
BAD	4	yellow
BAG1	5	green
BAG2	3	brown
BAG3	1	turquoise
BAG4	9	magenta
BAG6	7	black
BAHCC1	1	turquoise
BAHD1	1	turquoise
BAIAP2	7	black
BAIAP2L1	1	turquoise
BAIAP2L2	3	brown
BAIAP3	16	lightcyan
BAMBI	13	salmon
BANF1	6	red
BANK1	2	blue
BANP	8	pink
BAP1	4	yellow
BARD1	18	lightgreen
BASP1	17	grey60
BATF	2	blue
BATF2	2	blue
BATF3	30	steelblue
BAX	4	yellow
BAZ1A	17	grey60
BAZ1B	9	magenta
BAZ2A	1	turquoise
BAZ2B	6	red
BBC3	16	lightcyan
BBS1	10	purple
BBS10	19	lightyellow
BBS12	10	purple
BBS2	2	blue
BBS4	24	darkgrey
BBS5	1	turquoise
BBS7	24	darkgrey
BBS9	6	red
BBX	1	turquoise
BCAM	5	green
BCAP29	3	brown
BCAP31	40	mediumpurple3
BCAR1	1	turquoise
BCAR3	25	orange
BCAS1	5	green
BCAS2	1	turquoise
BCAS3	7	black
BCAT1	8	pink
BCAT2	4	yellow
BCCIP	3	brown
BCDIN3D	1	turquoise
BCKDHA	4	yellow
BCKDHB	12	tan
BCKDK	4	yellow
BCL10	21	darkred
BCL11A	5	green
BCL11B	21	darkred
BCL2	5	green
BCL2A1	2	blue
BCL2L1	2	blue
BCL2L10	42	lightcyan1
BCL2L11	2	blue
BCL2L12	8	pink
BCL2L13	34	darkmagenta
BCL2L14	11	greenyellow
BCL2L15	1	turquoise
BCL2L2	3	brown
BCL2L2-PABPN1	10	purple
BCL3	1	turquoise
BCL6	18	lightgreen
BCL6B	28	skyblue
BCL7A	22	darkgreen
BCL7B	8	pink
BCL7C	4	yellow
BCL9	1	turquoise
BCL9L	1	turquoise
BCLAF1	3	brown
BCO2	1	turquoise
BCOR	19	lightyellow
BCORL1	1	turquoise
BCR	7	black
BCS1L	2	blue
BDH1	3	brown
BDH2	10	purple
BDKRB2	31	paleturquoise
BDNF	17	grey60
BDP1	11	greenyellow
BEAN1	1	turquoise
BECN1	3	brown
BEND3	3	brown
BEND4	3	brown
BEND5	3	brown
BEND6	38	plum1
BEND7	15	midnightblue
BEST1	2	blue
BEST4	1	turquoise
BET1	0	grey
BET1L	13	salmon
BEX1	9	magenta
BEX2	3	brown
BEX4	1	turquoise
BEX5	1	turquoise
BFAR	13	salmon
BFSP1	0	grey
BGN	1	turquoise
BHLHA15	19	lightyellow
BHLHE40	1	turquoise
BHLHE41	19	lightyellow
BHMT2	9	magenta
BICC1	10	purple
BICD1	3	brown
BICD2	12	tan
BID	2	blue
BIK	3	brown
BIN2	2	blue
BIN3	1	turquoise
BIRC3	10	purple
BIRC5	25	orange
BIRC7	0	grey
BIVM-ERCC5	11	greenyellow
BLK	15	midnightblue
BLM	1	turquoise
BLMH	3	brown
BLNK	15	midnightblue
BLOC1S1	4	yellow
BLOC1S2	3	brown
BLOC1S3	1	turquoise
BLVRA	9	magenta
BLVRB	15	midnightblue
BLZF1	3	brown
BMF	26	darkorange
BMI1	21	darkred
BMP1	4	yellow
BMP2	14	cyan
BMP2K	3	brown
BMP3	5	green
BMP4	7	black
BMP6	35	sienna3
BMP7	1	turquoise
BMP8A	1	turquoise
BMP8B	1	turquoise
BMPER	2	blue
BMPR1B	13	salmon
BMPR2	5	green
BMS1	3	brown
BMX	2	blue
BNC1	17	grey60
BNC2	3	brown
BNIP1	13	salmon
BNIP2	2	blue
BNIP3	22	darkgreen
BNIP3L	9	magenta
BNIPL	1	turquoise
BOC	25	orange
BOD1	16	lightcyan
BOK	38	plum1
BOLA1	4	yellow
BOLA2	1	turquoise
