ID	FC
KIAA1841	1.2680060070546153
CTHRC1	1.26455472874411
IFIT1	1.2617059578197747
TEX2	1.261336362901135
SERF1B	1.2601550692743997
HSD17B6	1.2583777694765645
DPYSL4	1.25467237255243
USP53	1.2495698407245603
CXCL1	1.2484654462623355
PPP1R14C	1.246888017690459
ITGAM	1.2405096774052904
RBBP6	1.239830438048716
GPRC5A	1.2375132555179595
ABTB2	1.2356168730503292
KCNH2	1.2203257354952952
CSDC2	1.2197477020566945
MMP1	1.21713294779547
CCL2	1.205567370183144
SLCO2A1	1.2019219641482906
GTF2A1L	1.19794576574064
F3	1.195617408072275
VIPR2	1.1890532538171348
SOX4	1.1879181275689703
ABCA1	1.1860914571564
PMEPA1	1.1845228443039995
TNNT3	1.1806149741103695
VEGFA	1.179697449450524
CRYGN	1.1744449447624046
NOS1AP	1.1670109373529147
CX3CL1	1.1666987701884501
NID2	1.1660342490262767
ZC3H12A	1.1657717253887743
MAP3K5	1.1652253260568592
RAB24	1.1645086011402004
IL1B	1.1615959009255707
PRL	1.1568882858962102
CPA4	1.1568188976914549
HK2	1.15548938205648
SLC40A1	1.1478443734638848
BMP2	1.1464306826599593
ALDH1A1	1.1395362130144093
CLEC2D	1.1379323945422755
PLIN1	1.135846192997045
OGN	1.129019624852619
IGFBP3	1.1260563380882989
LAMC3	1.1241241442992003
PAPPA2	1.1233366461889203
IFI44	1.1222193486160403
CCNG2	1.1209770232764003
CTNNAL1	1.1209141172843946
SFRP1	1.1207026152232702
ANKH	1.118692704739555
CST5	1.1169710113775548
PROM1	1.1161089383796101
WWC1	1.1151224164533753
KRT80	1.1134699628487548
ROS1	1.1129143045716803
EGLN3	1.1025706155859707
TFRC	1.1020043347182398
SYNDIG1L	1.10135736820579
LILRB2	1.1007241865023598
ITGB6	1.0978535710391748
ABI3BP	1.0977894689024232
SLC2A3	1.096739936842905
PHLDB2	1.0952309863631946
CHI3L2	1.0947481633780205
CD69	1.092261585947094
ST6GALNAC1	1.0916355654764107
CLDN10	1.08864770974626
PSG1	1.0868136772779247
C1orf198	1.0849364340905154
KCNH1	1.0846721964206854
CITED2	1.0829015347173545
ZNF117	1.0821079022546352
MAP1LC3C	1.0753098598311452
TNFRSF21	1.0692647563240207
FHL2	1.0637793579158163
ST3GAL5	1.0575559416736002
DUSP1	1.0553062774303559
SCUBE1	1.0552567139811497
ZNF534	1.055069974515995
GBGT1	1.0537844122693896
CLDN1	1.0513389022963455
CCDC116	1.0461179469501656
C1QTNF7	1.04356763108962
FAM89A	1.0390327744708987
LPA	1.0342261780763224
FFAR3	1.0322217886993335
KCNK5	1.0300495583513403
SGK1	1.0245827711306443
CRIM1	1.0245507717371556
BET1	1.0221885858153854
ADAM12	1.0216754221472497
RETN	1.0206213670234847
ADAMTS5	1.0171336495457588
KLRF2	1.0136788761970257
JUNB	1.0094576238024988
PRRT3	1.0090001456864601
FERMT3	1.0087245851688404
TCP11L2	1.005717227836315
C19orf81	1.0028789696834792
SIRPB2	1.0027471909988601
BHMT2	1.0022905935082003
FILIP1L	1.0011714914842855
AGT	0.9993739676866751
AIFM2	0.9993171885431105
TINAGL1	0.9990921183533601
NPL	0.9958296928077495
NOP2	0.9952121350757195
TLCD2	0.9924481272328247
AMH	0.9907189537609851
SPSB1	0.9892071739003097
SPOCK2	0.9881361773290909
PDZK1	0.9880290103295053
ANKRD12	0.9869960311168295
ARL4C	0.9864427247065848
ING1	0.9851654829494398
GSTA1	0.9837045007745497
MSR1	0.9829672000804752
NPTX1	0.9795283103537953
SLC1A2	0.9787431769999007
SEMA3C	0.9782569092123605
LYPLAL1	0.977183173360535
NCF2	0.9753227676935694
OMP	0.9749574902061817
EML5	0.9718606518969046
C4B	0.9703787423615502
C9orf116	0.9672627033626906
TRIM67	0.9662722899624949
CLEC12B	0.9623329721075047
KCNJ16	0.9618991643104802
CD46	0.9614128104194659
ARPC1A	0.95941752932504
MAOB	0.9562556886616154
ITGA3	0.9555660807240498
TRIB1	0.9544283849205106
TDRD7	0.9532936396759997
TDRD6	0.9507685806393953
UPK1B	0.9489079277332406
BST1	0.9477679648143749
PGRMC2	0.9475077745354206
MMP3	0.947193828783705
RBM24	0.9470628605201803
MCC	0.9464007607781291
PLK5	0.9462988825562899
HBEGF	0.9419630188945192
BTN2A2	0.9419345531420298
CPNE7	0.9419168479858451
HOXB4	0.9408201818994444
SCARB1	0.9401987310357116
STC1	0.9397944098142048
NTN4	0.9392885161193636
SEC62	0.9389928631173001
FAM107B	0.9383500266151845
COLEC12	0.9358007181674699
CCDC13	0.9334429716469499
BAALC	0.9325258333942252
FGF2	0.9320872625557097
RHOB	0.93166663210725
IL7R	0.9299189878321701
PAMR1	0.9289784277425941
IL13RA2	0.9283398094283655
KLK3	0.9280997895086398
CELSR1	0.9266215700857305
CFHR1	0.9256449623745133
SYT12	0.9255120019321357
WNT1	0.9254202024231253
NAMPT	0.9237324591786402
PYY	0.92351296769001
CSF3R	0.9210660994447597
GAL3ST1	0.9207002512724856
FDCSP	0.919587623733999
FOLR3	0.9192560361202498
COL17A1	0.9185446154998189
NCK1	0.9162698120536952
RGS16	0.9160555878272651
GPR17	0.91415648957146
NKAIN1	0.914151808365645
METRNL	0.9134850900364508
DCHS1	0.9125552006015658
ADAMTS4	0.9120215960125595
PHYHIP	0.9120099562981645
SCRG1	0.91179968042823
CCDC71L	0.9116353189903705
SHH	0.91122562702679
ENPP4	0.910844901910675
HOXB3	0.9100085274241101
SKIV2L	0.9089830784959645
FLNC	0.9087762451645398
ERV3-1	0.9086860849587257
TBX3	0.908587044103685
UQCRQ	0.9051646742168389
P2RY14	0.9044709719195749
H6PD	0.9030019766632602
PTPRR	0.8991443987328651
RASGRP2	0.8985247332544297
RAB38	0.8972209933173003
FJX1	0.8969847948102849
ENO2	0.8968186463069809
ANGPT2	0.8964723491856539
FAM180B	0.8963681984264547
FTH1	0.89471588145115
AXIN2	0.8945336048952104
C5AR1	0.8941390781441845
GADD45G	0.8940770677607404
TSPAN12	0.8940532534949392
CDKN2B	0.8908048793407399
ISM1	0.8900243606112297
PLAGL1	0.8892958247397083
CTSB	0.8868265837947504
FGF10	0.8858293727818207
EDN1	0.8851987295608446
MRPS6	0.884999885733361
HAMP	0.8830655582977895
ESM1	0.8823989130666847
NOX4	0.8817134178350754
SGIP1	0.8810631244417948
ERBB3	0.8800668147402799
ITGB2	0.8796551606314749
C1GALT1	0.8778658487995257
SIK1	0.8774036881853204
KIAA1109	0.87735681780996
CFH	0.876382371799556
MYZAP	0.8755167930653496
TMEM150B	0.8751954869636704
SYNRG	0.8749100533262748
RET	0.8742663569711153
PDE4B	0.8737024481362141
CACHD1	0.8733931541596398
BCL2A1	0.8722777251187601
PLD1	0.8717468440260197
ZNF254	0.8712881466443907
FPR1	0.8711637832832597
ANXA3	0.8687087435046799
KTN1	0.8669029955419845
ZFAND5	0.8666571653929811
RCAN1	0.8666374471609348
ANTXR1	0.8645754842821862
EPHA2	0.8644374171478848
GPR183	0.8642409761748651
OSBPL8	0.8634259188147695
IL24	0.863330372964615
FAM166A	0.863330372964615
ANO8	0.86176490108903
DDX58	0.8604483652201997
ERGIC1	0.8603704510259984
G0S2	0.8589230519623943
IFI27	0.8583756959814242
ITGA2	0.8570439087865198
GALNT14	0.8567347809950947
PODNL1	0.8553577987877992
RASEF	0.8533187791207757
ELOVL7	0.8513844241507651
EXOC6B	0.8508937353808541
PLAUR	0.8507775956355061
LIMCH1	0.8493023799078401
PPP1R15A	0.8487970133992206
GNG8	0.8483527362973694
TRPC6	0.8455013089361154
YAP1	0.8449319598335094
IGSF3	0.8444970598509105
GCA	0.8444917326474748
TJP1	0.8436877165112247
THY1	0.8426322623360978
HOMER1	0.8425973325515645
AKR1C4	0.8423141306148525
DPYSL3	0.8422558288977999
NOS2	0.84215884186432
RIMBP3C	0.841635886530735
MOG	0.841635886530735
IQCJ-SCHIP1	0.8395872362794501
DCBLD1	0.8370336728656653
LILRB5	0.8354006127204752
CREG1	0.8353054041949708
APOBEC3B	0.8349253227519404
AQP3	0.8347214374651006
SULT1C4	0.8346334200044954
LRIG1	0.8339689061807052
RIC3	0.833941862000995
JMY	0.8336773798575852
SNAPC5	0.83339738461415
MRPL33	0.8331538816795749
RB1CC1	0.8317772675974808
HSPA6	0.8309276111788044
ATP8A2	0.8307962058428497
MEX3B	0.8301407641011007
MMP7	0.82985398681706
FOXQ1	0.8293877993757
CD163	0.8293218385346401
CDKN1C	0.8279762039476175
CXCL2	0.82738271518084
GGT5	0.8267392768743846
CR1	0.8266777859345602
LAYN	0.8262720820213403
CHAC1	0.8246132273525753
MAFB	0.8236458573063405
ZBED2	0.8235755395948452
MAP4K4	0.8234587463297753
PPP1R3C	0.8229804341141156
WNT5A	0.8227662278434957
BNIP3L	0.8225176660640798
NOXRED1	0.8221452048992548
S100A10	0.8217768667115255
ATF5	0.8215263388559801
CHMP5	0.8209899654537107
UQCR11	0.82080196921246
DNAJC18	0.8200818559404501
PPFIA1	0.81821309889955
WSB1	0.8174939504499008
NDNF	0.8174843344617608
CFL2	0.8168236100628903
ICAM1	0.8166466711354046
WNT9A	0.8158868902384597
RCAN2	0.8152167110681603
PIM1	0.8146182274718594
SPATA13	0.8123858326807651
FCGR3A	0.8121375788122958
SLC46A2	0.8110213330092355
FCGR2A	0.8108505347429409
MX2	0.8107675361486297
SMPD1	0.8102689824698803
GPM6B	0.8096509169852046
EFHD1	0.8094350795888943
NTF3	0.80890373417808
CLIP1	0.808143440595309
SIGLEC1	0.8072715752945294
CMPK2	0.8070463406604453
CLMP	0.8069101433177899
NKAIN4	0.8054155618555603
TREM1	0.8047105252749702
SFRP4	0.8043134887037855
ZNF443	0.8041595492065801
S100A9	0.8027293976828291
WDR86	0.8020135052673654
ST6GAL2	0.8016147566856846
PCDHB2	0.8014768023731547
SLC39A2	0.8012071074259219
CRCP	0.8011050114064151
FAM180A	0.8003345742361754
LILRA5	0.799920393310865
FNDC3A	0.7997785118366103
CHRM5	0.7991904413248503
RTKN2	0.7990492678075403
PTGIR	0.7988793914376506
CD2AP	0.7979727666730998
EPDR1	0.7975126436835502
ENPP2	0.7970612609744503
CSF3	0.7965887284791351
SLC25A30	0.7965829180920094
BPGM	0.7964045090366403
SLC2A12	0.7958630364094947
PGR	0.7953769763193446
ZCCHC12	0.795136406871281
ECM1	0.7949033034260857
PRR15	0.79440346524893
P2RX5	0.7942376721292899
ASAP1	0.7938637486588505
MRAS	0.7935193927293049
SLC10A6	0.7934281996849046
HCAR2	0.7926349884591799
STAMBPL1	0.7919473029400308
ALOX5	0.7909320972650153
CD274	0.7906094042735106
DHRS9	0.7900286463766353
SNX25	0.7898169290532095
RNF19A	0.7893290356321154
C15orf48	0.7892657351441148
CDR2	0.7890816881685794
SPAG4	0.7888649620830304
MAN1A1	0.788811365962955
CCPG1	0.7887778640314593
FAM3B	0.7880827553655754
CRB2	0.788049387992515
SPINK1	0.7871432102221549
P4HA3	0.7868401587984186
SAMSN1	0.7865270028992848
ARRDC3	0.7865000699541094
CHSY1	0.7860578215350795
CCDC88A	0.7849931691693603
ASAH1	0.7837443011186611
PVRIG	0.7832206230339045
KLRD1	0.7825050186019302
FAM124A	0.7815517696551657
MYO5C	0.7814869569210048
RELL1	0.7805373122954
WWC2	0.7796230938357951
HOOK1	0.7794598903391208
LRRFIP1	0.7785543145087654
PIK3IP1	0.7785425060118403
IGF1R	0.7782525160394549
TLR2	0.77802262570588
CTSK	0.7779473577087952
PODXL	0.7774552334877747
ESF1	0.7768474431136898
PENK	0.7765964069381854
CLEC12A	0.7763971682841495
PLA2G7	0.7762124962824242
CLDN12	0.7758313889151003
FAM214A	0.7757177090241099
MOSPD1	0.7756580348316744
HKDC1	0.7753838312709451
IFIT3	0.7748673621766704
F13A1	0.7745562835630251
FOSL1	0.7743239514508806
CHD9	0.7741431962251895
ALCAM	0.7733671563140696
RSAD2	0.7717372817830954
RAI14	0.7713549102511212
TUBB2A	0.770849333467905
NFASC	0.7703713770925598
FBXO2	0.7691184737570749
GRK5	0.7685100757983951
HK3	0.7684068308557306
FGF18	0.7680734246564049
TAGAP	0.7678958061021044
VGLL3	0.7678501412395748
ANKRD65	0.7662518539767644
PAM	0.7662414305728262
EIF4G3	0.7653300625812305
CLEC7A	0.7649655715680748
CD300E	0.7645708677712797
MFAP2	0.7645613178339845
PKD2	0.7644989428188502
ENC1	0.76275417111406
QPCT	0.7627164708711902
DHX36	0.7626685077428554
PARP9	0.7618300181818602
MMP9	0.7615461254119547
ZIM2	0.7611068196570605
GCNT1	0.7607760942088895
PELI3	0.7607260525810204
PTPN13	0.7604780955007602
MIA2	0.7603790125655747
C22orf24	0.75995378427047
COL7A1	0.7599039963383492
PPBP	0.7598715636696003
GTF2A1	0.7593793062497749
HBP1	0.75928092598717
MOB3B	0.7592007784442156
EXPH5	0.7588578604101004
SLC6A20	0.7587942019709795
TGFBI	0.7587634761449493
SYPL1	0.7586655456612252
LAMA3	0.7585940582421848
CTNS	0.7583815138815693
FGF11	0.7575050011947448
CREB5	0.7574448042712101
PDE6H	0.757395738169615
PCDH20	0.7572329000497051
DYNC1I2	0.7568947058338669
ANXA8	0.7551696323924899
ANXA8L1	0.7545668161350099
BASP1	0.7541920618913611
TNFRSF11B	0.7536380813586403
CHST1	0.7532851551446642
PRDM1	0.7530043644155349
CPEB4	0.7527923473362206
ZMAT1	0.7506810258651342
BAMBI	0.750015107116556
PROK1	0.7493000779900747
CHPT1	0.7487869097361104
WNT10B	0.7481744932162302
HEXIM2	0.7481548015772099
DHRSX	0.7480434294885203
PLEKHA5	0.7468868123427894
GALNT3	0.7458287605570852
SEMA3B	0.7450567428775159
LYZ	0.7449238011380057
TMEM98	0.7448549818575199
NPC2	0.7448072303281492
HOXB5	0.7444518165491196
SPHK1	0.744296434846559
SEMA6C	0.7438713565030302
ZNF816	0.7436650251395847
PCSK5	0.7433201288721101
SPTBN5	0.7428437822918497
DCBLD2	0.7427984487971706
ZDHHC17	0.7425234213076646
ATOH8	0.742290608597914
CCR10	0.7421450322392902
EAF1	0.7419728239238106
KCNC3	0.7417893724259548
HBS1L	0.7413662635606846
CLEC4A	0.7413144073296096
EPCAM	0.7403266546136544
BMP2K	0.7402727662801807
SEMA7A	0.7388733522365403
CLUAP1	0.7385147389344846
KLF5	0.7383406704688698
FAM131B	0.7381016240744644
PSENEN	0.7379145176770585
ZNF799	0.7378465979674447
ST6GALNAC3	0.7375596993918654
SERPINB2	0.7368282223739051
ZFP36L2	0.7363342847492458
RASSF8	0.73628072136089
BST2	0.7349601361027505
APOC1	0.7340366251026502
TBC1D15	0.7320386861896502
RAB11FIP1	0.7315240738759652
LFNG	0.7307908287740306
ATP8B1	0.730531200847965
TNFSF13	0.7303353970877957
IGF2R	0.7301192280993751
PTGR2	0.7296289105114049
RASGEF1B	0.7290100940816253
SEL1L	0.7285907485792205
TCP11L1	0.7281085793037896
BHLHB9	0.727693131936346
ARL8B	0.7275917159164491
CDKL2	0.7269482535563245
IFIH1	0.7263175538814544
ARHGAP29	0.7255268083247639
TMEM176B	0.7252530782080644
GPR37	0.7247233674354749
VPS37A	0.7244151833626002
LEPROTL1	0.7243960314890447
IFIT2	0.7239129539668641
PRLR	0.7237264965521852
TGM7	0.7233766203509444
ZBTB38	0.7232981642055547
RAB19	0.7215860593480348
GBP3	0.7212670123258746
DMGDH	0.7207668386904151
LYPD6	0.7207583664107804
NRN1L	0.7206547812173698
MOSPD2	0.7195174474648196
ADAMTS7	0.7195085449299548
USP50	0.7193404660656753
YY1	0.7186086376282557
THBS1	0.7185959515727944
DCDC2	0.7185371156641649
AGA	0.7183062928811399
ANKDD1A	0.7178254905593802
CAB39L	0.7176221051169787
LRP12	0.7173761646728396
MAP3K4	0.7171005756976498
NPAS1	0.7162196735159152
SERPINA3	0.7161077731507506
POSTN	0.7150744111078904
MEX3A	0.7147816704817549
SBDS	0.714527962181581
PGM2L1	0.7144595003797658
PLIN2	0.7141385074485669
RNF7	0.7139646985281347
HERC5	0.7139575144980199
TOX3	0.7135065566765899
PTTG1IP	0.7113773731480197
RPP25	0.7106178890677297
ZNF525	0.7104005376836748
OLFML2B	0.7096252768918401
LAIR1	0.709487590381535
PFKFB4	0.7093387415386552
BACH1	0.7084234734286543
NEK7	0.7081802166837949
TEKT2	0.7073410278145547
GADD45B	0.7071975687159444
DAPP1	0.7071618784987352
LY75	0.7057173102871142
GNAI1	0.7049338758147101
ABCA4	0.7025826595433502
C9orf24	0.7025444927138249
PDZD2	0.7011883438652502
F12	0.7008313939943651
SDC2	0.7006971676808487
ZNF578	0.6996926250240696
COPS2	0.6994324697112493
MMP27	0.6992377852484899
HES1	0.6990870404933807
SULT1C2	0.6989818719643894
ABCA9	0.6988831662108153
AMPD3	0.6988060284522
C9orf43	0.6987269470932
SH2D3A	0.6986557629022299
SIPA1L2	0.6983720251661705
GCNT4	0.6982485576519846
ARSG	0.6977963025063243
CDH20	0.69756430648344
MEGF6	0.6971037705105054
LCN10	0.6948348831391832
GNA14	0.6946733368458107
NR4A1	0.6944639465171045
UNC5B	0.6940257484972392
TPP1	0.6924060163873111
FRMD3	0.6920761058008544
LACTB2	0.6916848555757102
SEC63	0.691333367690329
GLUL	0.6911112907993484
NOX1	0.691032872081975
TMEM30B	0.6910159397286204
FAM13A	0.6908863555154694
GPR160	0.6908538248827956
SECISBP2L	0.69053892022069
ANGPTL6	0.69051522569079
XCR1	0.6900813219403243
NECAB2	0.6892705381227802
C9orf153	0.689129536469236
LHFPL2	0.689068139039005
RASD1	0.6886020553992154
GJA1	0.6881602658101507
TMEM242	0.6879663766532698
THSD7A	0.6877140796454997
PNISR	0.6873970316191453
ADAM9	0.6870300102483995
RHEB	0.6868780292114458
PAQR3	0.6867922078789199
HERC6	0.6867810016827942
AKR1C1	0.6864724907118003
ATF6	0.686218425023096
CPB1	0.6853108479333248
ITGAV	0.6846805257224995
ANAPC10	0.6843816018086395
GNA13	0.6843297404119406
CD4	0.6842599404874452
STON1	0.6838971451237912
KRT23	0.6835660501786895
LGALS3	0.6825349524924995
COL22A1	0.6825113222304249
ZNF69	0.6824408796865402
SYT11	0.6823903320140854
LATS2	0.6823640896697754
HLA-DRB1	0.6816790888909505
DNAJC1	0.6814312286527304
HIF1A	0.6801551040668405
KIAA0930	0.68004486826666
CCNJ	0.6798132697687098
EXOSC6	0.6797583454137603
HSPB7	0.6792618480337147
EHF	0.6786292017150402
IL1RL1	0.678436775644375
PCOLCE2	0.6780669944461701
PDK4	0.6778987313319451
IFI30	0.6778019581311501
CCL17	0.6765075101110403
HPS5	0.6764119477739747
PAEP	0.675877486463131
IFNGR1	0.675413684719671
BIRC7	0.67534863640208
TEC	0.6753298755337651
VMP1	0.6749002931013557
MOV10L1	0.6745013148522201
SOX17	0.6742200408114796
MB21D2	0.673813750571735
SYTL2	0.6735590326405294
TEX29	0.67353172795471
ZNF177	0.6733339393156701
FHL1	0.6730709231303855
JMJD6	0.6722527857559149
CAMK2N1	0.67210912063456
IL34	0.6716921682265404
TSPAN9	0.6715566335980201
SH3BP4	0.6703722104340502
TYMS	0.67036810301191
LSAMP	0.6697726967637596
TMEM200A	0.6697341868897198
GSTM3	0.6693160990605005
HAPLN3	0.6687297771437155
GABRP	0.6685095237732313
PNP	0.6682657748327507
FOXP1	0.6677061363974106
ZNF83	0.6674056036515541
HIGD1A	0.6669547860335303
CALM2	0.6668775202723012
PLBD1	0.6665360630046653
MYO1E	0.6665080326717039
EDIL3	0.6660052496683049
UHRF1BP1L	0.6660000432512003
HSDL2	0.6658467135677455
SLK	0.6657231773681298
SCML1	0.6651710996516647
NKIRAS2	0.6641744898705255
NR4A2	0.6635793842440751
SAMD9	0.663134570947661
FTL	0.6630003474317014
FREM2	0.6625129925890656
ARL5B	0.6622737711891995
SMAD6	0.6621289970396891
EFEMP1	0.6614719855280509
NUAK1	0.6608377948426005
EPAS1	0.6605306499464518
ZFP36	0.6599880926042587
CDH2	0.65996587336224
SMAD2	0.6599409294581244
PRR16	0.6594605185439955
NAA20	0.6586026814530861
KCNK3	0.658576920095145
STX7	0.6582623316209446
ACSL3	0.6577724311500441
DBP	0.6575125588241297
CYP3A5	0.6574696392051855
GCOM1	0.6570713070330356
SLC29A4	0.6566152914127255
STX11	0.6563360052679705
PKN2	0.6561265074463556
ITFG1	0.6557848423648602
B3GNT5	0.6554066054314793
FPR3	0.6553035144939798
PRNP	0.6544799169145055
PADI2	0.6538041982748544
KCNA4	0.6537219463416495
TREML1	0.6533724330449049
ETV7	0.6532808275236697
ENPP5	0.6528917590593046
CLIC4	0.652882982253896
ARID4B	0.6526739973180202
PAWR	0.6519486588206442
PTPN12	0.6519204988628449
SRBD1	0.6519044051307148
CATSPER3	0.6517957837938999
SCD	0.6504323413619204
SYNE2	0.6503488671044497
CCDC30	0.6502122122688547
MNS1	0.6500911240046752
EXTL1	0.6500640714149748
TMOD1	0.6493621901012157
RAB20	0.6493221123101502
RASSF6	0.6492440541943152
IGF2	0.6491475557876152
AFF4	0.6481145830876143
HECW2	0.64795940692209
TNNT2	0.6479496948904202
NRP2	0.6478359891060794
POMP	0.6474656937714247
TAF1B	0.6472687138893454
CAMSAP2	0.6471327038076904
TBC1D3G	0.64712594007247
ERLEC1	0.6468404144780209
GABRE	0.6466687723595808
CLIC5	0.6460126290156047
PNPO	0.6457116008402952
ANTXR2	0.6449317158936845
APBB2	0.6447316639207497
SLC39A4	0.6446502693798806
TMEM38B	0.643715729912075
DES	0.6436668079459107
HABP2	0.6428859802017062
SERINC1	0.6423109157741287
CPD	0.6420278411731699
ACSM5	0.641804156910645
ARMC9	0.6404769459874196
HS3ST3A1	0.64038410288402
UBE2D1	0.63983539725883
TMEM150C	0.6393584398097802
F11R	0.6387641139442257
IL1RN	0.638483241960814
VRK2	0.6383272851852704
S100A2	0.6378218994137304
ETFDH	0.6374741655039138
PARP14	0.6368205908503803
JKAMP	0.6358945378212155
FMNL2	0.6358927091774298
MAP3K1	0.6354148282373693
ZNF480	0.63540572256667
CD55	0.6352327925199255
CH25H	0.63517387089541
RIN2	0.6350015687081347
FBN2	0.6348932226820745
VSTM1	0.6348225240205605
DMC1	0.6346191979668652
LEPROT	0.6341307957804716
LRCH2	0.6340943615048102
METTL24	0.633628058068425
ATRNL1	0.63324663496621
FOSL2	0.6331300316305448
TGFBR1	0.632419382728175
SMOC2	0.6308641228164049
GLDC	0.6306480232989351
S1PR1	0.6305603819086105
TSPAN6	0.6301370536134003
C1GALT1C1	0.6300872613924451
PDGFRL	0.6300693521431855
RAB8B	0.6298436148712403
B2M	0.6291279975194506
TBC1D23	0.6289917798948199
ZNF726	0.6288921367891351
MNDA	0.6286119006625999
ACR	0.6269986257909392
PTPMT1	0.6266067541491651
IPP	0.6263496435635956
RUNX1	0.6261139989484343
DNAJB9	0.6259022911607701
C7orf61	0.6258200148653303
RBMS1	0.6256836671772152
PDGFC	0.6255890463374989
NDUFA4L2	0.6255728824849136
KLF10	0.6252348017460703
DST	0.624075360295139
LOX	0.6237540459031354
BLOC1S2	0.6236345470905897
FOXF1	0.6230491497507753
KCNMB4	0.6226023989724752
SAMD9L	0.622229011239595
PCDHB14	0.6221881679357155
MYLK	0.6221283458145148
OAS1	0.6218844032545707
FNIP2	0.6214226531437106
SNAI1	0.6214020249763097
DPT	0.6213886688138244
ARID5B	0.6213033623027115
CCL13	0.6201268046639798
MED12L	0.619737663833895
TMX3	0.6193400732903989
LIPA	0.619240842579055
RNF144B	0.6190503785021342
LEPR	0.6190369511133209
CTBS	0.618837152560995
DLL4	0.6185029404327853
TMEM139	0.6184707692989955
RAPGEF4	0.6181640306198553
CCR5	0.6178769618878199
CD1D	0.6175415215132398
KLF6	0.617412106144819
KRT34	0.6171729709134852
RNLS	0.61713795340762
KIF13B	0.6171237500801654
RTN4R	0.6170599413995408
OVGP1	0.6162247505219698
CREM	0.6161524155853604
HOXB6	0.6157292379351791
ZNF354A	0.6155731901149188
GCAT	0.6142975958831052
PCBD1	0.6129466465901672
EFNB2	0.6127532837355698
GCNT3	0.6124846329242297
HRH2	0.61243608898583
CHST13	0.61192294005986
DUSP2	0.6117642402460102
SLC48A1	0.6117572748038151
PNPLA8	0.6117319208037646
TTC37	0.6115713259424593
ANGPTL4	0.6113460377087705
EXOC3L1	0.6113308474333703
AMOTL2	0.6106007353161305
BTC	0.6091764939954105
CMTM6	0.6091398289159189
ZNF107	0.6079728870563748
FBXL2	0.6076734799472296
PLA2G4C	0.6073816675645753
