ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0016126	sterol biosynthetic process	53	-0.808967109765802	-2.67877055369529	2.61406343829115e-14	1.3790289450179e-11	1.06991411268085e-11	775	tags=51%, list=5%, signal=49%	CYB5R3/ERLIN2/SCAP/SEC14L2/ABCG1/DHCR24/PMVK/TM7SF2/LPCAT3/ACLY/HSD17B7/SREBF1/MVK/APOE/INSIG1/FDFT1/LSS/SQLE/HMGCR/IDI1/EBP/HMGCS1/DHCR7/NSDHL/CYP51A1/MVD/FDPS
GO:0009150	purine ribonucleotide metabolic process	385	-0.472470175306681	-2.03537079881533	2.66136174657684e-14	1.3790289450179e-11	1.06991411268085e-11	2376	tags=34%, list=14%, signal=30%	PDHB/NDUFB2/GMPS/SDHC/SLC4A4/SLC25A13/ATP6V1A/NDUFB5/NDUFB10/PSEN1/NDUFB1/NDUFV1/FAR1/SUCLG2/SUCLG1/STOML2/APRT/GIMAP7/NME5/ADPGK/DLD/GUK1/SLC25A16/ABCD1/NUDT5/NUDT18/NDUFA12/NUPR1/PDE10A/NUDT7/PFKFB2/NDUFC2/NDUFB3/NDUFA8/NDUFC1/NDUFS1/MTHFD1/DNM1L/OGDH/PFKM/PFKL/MLYCD/NDUFB8/FIGNL1/DGUOK/NUDT19/NDUFS8/OXSM/NPPC/SNCA/NDUFA7/ACOT7/ENO4/HDAC4/DCAKD/MCEE/MCCC2/PINK1/ALDOA/NME3/PPCS/PID1/APP/PANK3/PANK1/HKDC1/FBP1/PGM1/SUCLA2/FIS1/RAB23/GPI/NDUFA1/ACSL4/RORA/PDE7B/PPT1/NUDT2/NME1/PDE8A/SLC2A6/JMJD8/PGAM1/ENTPD7/HSD17B4/ENO1/PAPSS2/GPAM/PAICS/DGAT1/FITM2/PFKP/ACOT4/TPI1/NDUFS5/ACSL3/SLC25A1/PMVK/DGAT2/TECR/AK2/DHTKD1/DLAT/PGAM4/ACLY/PDK1/ELOVL5/MPP1/GAPDH/ACSS1/HK2/HSD17B12/ACSS2/ACSL1/NME4/MVK/ENO2/LDHA/PGK1/CASK/PDK3/CROT/HMGCR/HMGCS1/ELOVL6/UCP2/ALDOC/ENPP3/MVD/AK4/MLXIPL
GO:0009259	ribonucleotide metabolic process	403	-0.460961666800997	-2.00448886734297	9.3178266559844e-14	4.456788165147e-11	3.45778134124506e-11	2376	tags=30%, list=14%, signal=27%	FAR1/SUCLG2/SUCLG1/STOML2/APRT/GIMAP7/NME5/ADPGK/DLD/GUK1/SLC25A16/ABCD1/NUDT5/NUDT18/NDUFA12/NUPR1/PDE10A/NUDT7/PFKFB2/CMPK1/ENTPD5/NDUFC2/NDUFB3/NDUFA8/NDUFC1/NDUFS1/MTHFD1/DNM1L/OGDH/PFKM/PFKL/MLYCD/NDUFB8/FIGNL1/DGUOK/NUDT19/NDUFS8/OXSM/NPPC/SNCA/NDUFA7/ACOT7/ENO4/HDAC4/DCAKD/MCEE/MCCC2/PINK1/ALDOA/DHODH/NME3/PPCS/PID1/APP/PANK3/PANK1/HKDC1/FBP1/PGM1/SUCLA2/FIS1/RAB23/GPI/NDUFA1/ACSL4/RORA/PDE7B/PPT1/NUDT2/NME1/PDE8A/SLC2A6/JMJD8/PGAM1/ENTPD7/HSD17B4/ENO1/PAPSS2/GPAM/PAICS/DGAT1/FITM2/PFKP/ACOT4/TPI1/NDUFS5/ACSL3/SLC25A1/PMVK/DGAT2/TECR/AK2/DHTKD1/DLAT/PGAM4/ACLY/PDK1/ELOVL5/MPP1/GAPDH/ACSS1/HK2/HSD17B12/ACSS2/ACSL1/NME4/MVK/ENO2/LDHA/PGK1/CASK/PDK3/CROT/HMGCR/HMGCS1/ELOVL6/UCP2/ALDOC/ENPP3/MVD/AK4/MLXIPL
GO:0019693	ribose phosphate metabolic process	412	-0.458147583874214	-1.99996485722045	1.59352365873108e-13	7.0775215071356e-11	5.49106686313123e-11	2376	tags=30%, list=14%, signal=27%	FAR1/SUCLG2/SUCLG1/STOML2/APRT/GIMAP7/NME5/ADPGK/DLD/GUK1/SLC25A16/ABCD1/NUDT5/NUDT18/NDUFA12/G6PD/NUPR1/PDE10A/NUDT7/PFKFB2/CMPK1/ENTPD5/NDUFC2/NDUFB3/NDUFA8/NDUFC1/NDUFS1/MTHFD1/DNM1L/OGDH/PFKM/PFKL/MLYCD/NDUFB8/TKT/FIGNL1/DGUOK/NUDT19/NDUFS8/OXSM/NPPC/SNCA/NDUFA7/ACOT7/ENO4/HDAC4/DCAKD/MCEE/MCCC2/PINK1/ALDOA/DHODH/NME3/PPCS/PID1/APP/PANK3/PANK1/HKDC1/FBP1/PGM1/SUCLA2/FIS1/RAB23/GPI/NDUFA1/ACSL4/RORA/PDE7B/PPT1/NUDT2/NME1/PDE8A/SLC2A6/JMJD8/PGAM1/ENTPD7/HSD17B4/ENO1/PAPSS2/GPAM/PAICS/DGAT1/FITM2/PFKP/ACOT4/TPI1/NDUFS5/ACSL3/SLC25A1/PMVK/DGAT2/TECR/AK2/DHTKD1/DLAT/PGAM4/ACLY/PDK1/ELOVL5/MPP1/GAPDH/ACSS1/HK2/HSD17B12/ACSS2/ACSL1/NME4/MVK/ENO2/LDHA/PGK1/CASK/PDK3/CROT/HMGCR/HMGCS1/ELOVL6/UCP2/ALDOC/ENPP3/MVD/AK4/MLXIPL
GO:0009060	aerobic respiration	153	-0.588177043871941	-2.29700415945767	1.49748652044802e-12	6.20758078943053e-10	4.81612682330756e-10	4164	tags=55%, list=25%, signal=42%	NDUFS6/NDUFS2/NDUFA5/NDUFS4/COX10/CHCHD10/IDH2/PDHA1/OGDHL/NDUFAB1/UQCRFS1/SURF1/IREB2/NDUFA6/NDUFA13/SDHA/UQCRQ/MSH2/FXN/NDUFS3/IDH3A/SDHD/NDUFB9/FH/PDHB/NDUFB2/SDHC/CYC1/GHITM/NDUFB5/NDUFB10/UQCRB/NDUFB1/NDUFV1/UQCR11/SUCLG2/SUCLG1/STOML2/DLD/C2orf69/ABCD1/OXA1L/NDUFA12/NUPR1/MDH1B/NDUFC2/NDUFB3/NDUFA8/NDUFC1/NDUFS1/OGDH/PPIF/NDUFB8/COX7A2L/DGUOK/NDUFS8/SNCA/NDUFA7/SLC25A23/NDUFAF1/COX15/PINK1/COX7C/IDE/SUCLA2/PARK7/DNAJC15/COX6C/NDUFA1/MRPS36/COX5B/MDH1/UQCRC2/NDUFS5/CAT/DHTKD1/DLAT/TMEM135/ACLY/ACO1/BNIP3/AK4/IDH1/MLXIPL
GO:0006694	steroid biosynthetic process	161	-0.584028519405186	-2.30591919667116	1.66419363405395e-12	6.46747251034216e-10	5.01776277951925e-10	1228	tags=27%, list=7%, signal=26%	CYB5R3/ERLIN2/ATP1A1/SCP2/CYP19A1/FDX1/SCAP/NR3C1/SEC14L2/ABCG1/CYP11A1/FDXR/DHCR24/PMVK/TM7SF2/STAR/LPCAT3/ACLY/HSD17B7/SREBF1/HSD17B12/HSD3B1/OSBPL6/MVK/STARD4/ASAH1/CACNA1H/APOE/INSIG1/FDFT1/LSS/SQLE/HMGCR/IDI1/LHCGR/EBP/HMGCS1/NR1H4/DHCR7/NSDHL/CYP51A1/HSD3B2/MVD/FDPS
GO:0046165	alcohol biosynthetic process	128	-0.607680064615207	-2.30017493570389	6.7199853897917e-12	2.45793347963087e-09	1.90697789730126e-09	2515	tags=41%, list=15%, signal=35%	SPR/GOT1/SRD5A3/IPPK/PCBD1/DKK3/ACER2/PPIP5K2/BMP6/G6PD/PLCG2/SPTLC3/PPIP5K1/ERLIN1/IPMK/SNCA/ABCA2/CYB5R3/ERLIN2/PARK7/PTS/SCAP/SEC14L2/ABCG1/PTK2B/DHCR24/DBH/ITPKA/PMVK/TM7SF2/LPCAT3/ACLY/HSD17B7/SREBF1/SPTSSA/MVK/ASAH1/CACNA1H/APOE/INSIG1/FDFT1/LSS/HMGCR/IDI1/LHCGR/EBP/HMGCS1/DHCR7/NSDHL/CYP51A1/MVD/FDPS
GO:0009132	nucleoside diphosphate metabolic process	127	-0.600387235104024	-2.28245973237558	5.66874361829941e-11	1.95823598992143e-08	1.51928959079919e-08	2300	tags=40%, list=14%, signal=35%	NME5/ADPGK/GUK1/NUDT5/NUDT18/NUPR1/NUDT7/PFKFB2/CMPK1/ENTPD5/OGDH/RRM1/PFKM/PFKL/ENTPD6/RRM2B/ENO4/HDAC4/ALDOA/DHODH/NME3/APP/HKDC1/FBP1/PGM1/GPI/NME1/SLC2A6/JMJD8/PGAM1/ENTPD7/ENO1/PFKP/TPI1/AK2/DHTKD1/PGAM4/MPP1/GAPDH/HK2/ENTPD3/NME4/ENO2/LDHA/PGK1/CASK/UCP2/AK7/ALDOC/AK4/MLXIPL
GO:0000280	nuclear division	395	0.45130377313956	1.80054588460064	4.63295307773407e-10	1.51619485459739e-07	1.17633373713325e-07	4485	tags=44%, list=27%, signal=33%	PDGFB/WNT5A/BUB1/IL1B/SPHK1/UBE2C/CDC20/MYBL2/ANLN/RRS1/BIRC5/TTK/UBE2S/KIF4A/WNT4/KIF2C/FBXO5/PRICKLE1/MKI67/HSPA2/CENPE/ZWINT/CCNB1IP1/KIF22/REC8/SPC24/PRC1/EDN1/AURKB/NUMA1/LIF/CDC25B/ASPM/TDRD12/IL1A/NCAPG/CCNB1/EHMT2/DLGAP5/AURKA/SMPD3/TOP2A/FLNA/KIF23/MUS81/CHMP1B/DUSP1/PSMC3IP/CHEK1/ING2/CDKN1C/KIFC1/C11orf80/MSX1/AURKAIP1/IK/PLK1/NUF2/GTF2B/NCAPD2/EPS8/CDC25C/CYP26B1/AKAP8/TGFA/NDC80/REEP4/PKMYT1/PPP1R9B/ESPL1/CENPK/MAD2L1BP/CDC14A/CKS2/CCDC61/ANKLE1/TNF/CCNE2/ZCWPW1/MSX2/LRP5/AKAP8L/DAPK3/SIRT7/BUB1B/KIF18A/BANF1/CTDP1/CDCA5/AAAS/MAD2L2/EML3/WRAP73/RAD54L/C9orf78/BRCA2/RACGAP1/HNRNPU/CHMP4B/NPR2/HSPA1B/SMC1A/MEI1/KIF11/FZR1/UBE2I/CENPF/NME6/NPM2/KLHDC3/IGF1/ATRX/CHMP1A/SPAG5/SLX4/CDCA8/MAD1L1/KIF18B/APC/KIF2A/GEN1/NCAPH2/NIPBL/BTBD18/KAT5/ANKRD53/EME1/TPR/KIF14/DCTN2/CDCA2/SPIRE1/PHB2/CDKN1B/HDAC8/NUSAP1/KATNB1/UBE2B/CHMP7/SYCE1L/CEP97/FOXJ2/CHMP6/CCNA1/FANCA/EML4/PHIP/PTTG1/FGF8/GOLGA2/L3MBTL1/AURKC/INCENP/SHCBP1L/MZT1/INO80/SH2B1/SYCE2/CCNE1/FBXO43/ANKLE2/PCID2/TRIP13/CDT1/STAG2/PHF13/TOP2B/BMP4/CUL9/ORC4/CCNB2/KNTC1/RAD51D/LSM14A
GO:0009141	nucleoside triphosphate metabolic process	220	-0.495989376829459	-2.01569081428199	6.03720581904371e-10	1.87696728914069e-07	1.45623759308828e-07	2766	tags=35%, list=16%, signal=30%	NDUFB2/SDHC/SLC4A4/SLC25A13/ATP6V1A/NDUFB5/NDUFB10/DTYMK/PSEN1/NDUFB1/NDUFV1/STOML2/GIMAP7/NME5/ADPGK/NUDT5/NDUFA12/NUPR1/PFKFB2/CMPK1/NDUFC2/NDUFB3/NDUFA8/NDUFC1/NDUFS1/DNM1L/OGDH/PFKM/PFKL/NDUFB8/FIGNL1/DGUOK/NDUFS8/RRM2B/NDUFA7/ENO4/HDAC4/PINK1/ALDOA/NME3/PID1/APP/HKDC1/FBP1/PGM1/FIS1/RAB23/GPI/NDUFA1/NUDT2/NME1/SLC2A6/JMJD8/PGAM1/ENTPD7/ENO1/PFKP/NUDT16/SMPDL3A/TPI1/NDUFS5/AK2/DHTKD1/PGAM4/GAPDH/HK2/ENTPD3/NME4/ENO2/LDHA/PGK1/UCP2/AK7/ALDOC/ENPP3/AK4/MLXIPL
GO:0098813	nuclear chromosome segregation	292	0.485307267387654	1.89505172393408	6.55661528930052e-10	1.94138256518432e-07	1.50621392836412e-07	5005	tags=52%, list=30%, signal=37%	BUB1/UBE2C/CDC20/MYBL2/RRS1/BIRC5/GEM/TTK/KIF4A/KIF2C/FBXO5/PRICKLE1/MAP1S/CENPE/ZWINT/CCNB1IP1/KIF22/REC8/SPC24/PRC1/AURKB/NUMA1/ASPM/ARID1A/NCAPG/CCNB1/EHMT2/DLGAP5/AURKA/FAM83D/TOP2A/FLNA/KIF23/MUS81/CHMP1B/DUSP1/PSMC3IP/KIFC1/IK/PLK1/DPF3/NUF2/GTF2B/RMI2/NCAPD2/BCL7B/AKAP8/NDC80/DPF2/ESPL1/SMARCC2/CENPK/MAD2L1BP/CCDC61/ANKLE1/CDC6/CCNE2/SMARCA2/ZCWPW1/AKAP8L/SIRT7/BUB1B/KIF18A/CDCA5/RCC2/AAAS/ARID2/ANAPC2/MAD2L2/EML3/WRAP73/C9orf78/RACGAP1/HNRNPU/SMARCA4/SMARCC1/CHMP4B/SMARCD1/TACC3/HSPA1B/SMC1A/KIF11/CENPF/TTL/ATRX/CHMP1A/SPAG5/SLX4/CDCA8/MAD1L1/KIF18B/APC/KIF2A/GEN1/NCAPH2/ARID1B/NIPBL/KAT5/ANKRD53/EME1/TPR/KIF14/DCTN2/BCL7C/BRD7/HDAC8/NUSAP1/KATNB1/UBE2B/CHMP7/SYCE1L/CEP97/ACTB/CHMP6/PBRM1/EML4/PTTG1/GOLGA2/AURKC/INCENP/MZT1/INO80/SYCE2/CCNE1/PCID2/TRIP13/CDT1/STAG2/BCL7A/PHF13/TOP2B/ANAPC4/RIOK2/CCNB2/KNTC1/LSM14A/DRG1/HECW2/FANCD2/VPS4A/NEK2/BRIP1/RAD21/MSH4/ESCO2/KIFC2/KIF15/MAU2/PSRC1/CLASP1/NCAPD3
GO:0007346	regulation of mitotic cell cycle	458	0.435505883583906	1.75796456444174	1.33057357080575e-09	3.76068475603189e-07	2.91771228469031e-07	4440	tags=44%, list=26%, signal=33%	HES1/PDGFB/IL10/BUB1/IL1B/SIK1/SPHK1/BTG2/PLK3/UBE2C/CDC20/ANLN/AIF1/BIRC5/ZFP36L2/GTSE1/IER3/TTK/GPNMB/ADAMTS1/PPP1R10/FBXO5/MKI67/HSPA2/CENPE/ZWINT/DACT1/CDK2AP2/STK33/SPC24/BID/EDN1/AURKB/CDC25B/FOXC1/CTC1/GJC2/KLF4/IL1A/ARID1A/CCNB1/CDK1/CDK2/DLGAP5/MDC1/AURKA/OVOL1/SMPD3/AATF/EGFR/MUS81/CTDSP2/DUSP1/KANK2/CHEK1/FGF10/PTPN6/CENPJ/CDKN1C/SYF2/AURKAIP1/IK/MEPCE/PLK1/DPF3/CDKN2D/HUS1B/NUF2/BRD4/BRSK1/LSM10/CDK11A/BCL7B/CASP2/PLK2/CDC25C/TGFA/CCDC57/NDC80/PTCH1/DTL/PKMYT1/DPF2/PPP1R9B/ESPL1/SMARCC2/RAD9A/RPRM/MAD2L1BP/CDC14A/CKS2/SIN3A/TNF/CDC6/CDK5RAP3/SMARCA2/DBF4B/ZFYVE19/BRCA1/RRM2/LRP5/ERCC3/DAPK3/BCL2/CTDSP1/BUB1B/ZNF830/CDCA5/CCND2/BCL6/RCC2/TP53/AFAP1L2/ARID2/ANAPC2/MAD2L2/KLHL18/BRCA2/HNRNPU/SMARCA4/SMARCC1/ORC1/UIMC1/SMARCD1/FOXA1/SIRT1/BABAM1/CCNH/ZNF655/FZR1/E4F1/CENPF/RBL2/INTS3/NME6/NPM2/CDKN2C/TTL/DONSON/IGF1/CDCA8/MAD1L1/APC/LGMN/GEN1/RPTOR/CLSPN/ARID1B/FBXO31/HSF1/EME1/DCUN1D3/TPR/KIF14/CDK11B/ERCC2/CDCA2/BCL7C/BRD7/ABL1/PHB2/CDKN1B/NUSAP1/GPR132/CDK6/XPC/ACTB/PBRM1/CDC25A/TAL1/BTN2A2/TREX1/TAOK3/PHIP/PIM3/FGF8/L3MBTL1/INCENP/KCNA5/INO80/TFAP4/CCL2/CDC7/SH2B1/TAOK1/FOXO4/MBLAC1/FBXO43/EIF4EBP1/PCID2/TRIP13/CDT1/BCL7A/PKD1/PPP2CA/BMP4/CUL9/ANAPC4/RIOK2/RFWD3/MYO16/KNTC1
